OID|ACCT_TYPE|NAME|TOTAL|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|RPT_ID
70559|102|All Other Accounts|0|0|0|0|535708
70560|101|PHILADELPHIA STUDENT UNION|20000|20000|0|0|535709
70561|101|NEW YORK STATE UNITED TEACHERS|2282407|0|11445|0|535709
70562|101|WEISSLIN COMPUTER SERVICES|206999|0|94414|0|535709
70563|101|FABASOFT CORPORATION|13500|13500|0|0|535709
70564|101|EBSCO|36700|36700|0|0|535709
70565|101|DETROIT INSTITUTE OF ARTS|18881|0|18881|0|535709
70566|101|FIRST BOOK|85619|85619|0|0|535709
70567|102|All Other Accounts|15513689|0|0|0|535709
70568|102|All Other Accounts|2626048|0|886|0|535716
70569|102|All Other Accounts|21483||||535719
70570|102|All Other Accounts|10564||||535721
70571|102|All Other Accounts|0|0|0|0|535722
70572|102|All Other Accounts|92587||||535724
70573|102|All Other Accounts|0|0|0|0|535725
70574|102|All Other Accounts|22378||||535726
70575|102|All Other Accounts|11986||||535731
70576|102|All Other Accounts|||||535732
70577|101|none|0|0|0|0|535733
70578|102|All Other Accounts|0|0|0|0|535733
70579|102|All Other Accounts|0|0|0|0|535734
70580|102|All Other Accounts|||||535735
70581|102|All Other Accounts|0|0|0|0|535741
70582|102|All Other Accounts|0||||535743
70583|102|All Other Accounts|||||535744
70584|102|All Other Accounts|187911||||535745
70585|101|n/a|0|0|0|0|535749
70586|102|All Other Accounts|||||535749
70588|101|Payroll Withholdings|1156||||535756
70589|102|All Other Accounts|||||535756
70590|102|All Other Accounts||||0|535757
70591|102|All Other Accounts|809374||||535772
70592|102|All Other Accounts|||||535778
70593|102|All Other Accounts|||||535790
70594|102|All Other Accounts|1610|0|0|0|535791
70595|102|All Other Accounts|||||535811
70596|101|Plumbers Local 452 Benefit Plans|7781||||535826
70597|101|Kentucky Pipe Trades|8012||||535826
70598|101|Kentucky Pipe Trades|7379||||535826
70599|101|General Sec-UA Dues|7379||||535826
70600|102|All Other Accounts|17604||||535826
70601|102|All Other Accounts|||||535828
70602|101|||||0|535839
70603|102|All Other Accounts|||||535839
70604|101|INTERNATIONAL|39548|0|0|0|535842
70605|101|RANKIN & ASSOCIATES, CPA|500|0|0|0|535842
70606|102|All Other Accounts|||||535842
70607|102|All Other Accounts|||||535844
70608|102|All Other Accounts|33700||||535845
70609|102|All Other Accounts|28866||||535846
70610|101|AMERICAN FEDERATION OF TEACHERS|5027||||535847
70611|101|HAMPTON INN|3432||||535847
70612|101|BANK OF AMERICA BUSINESS CARD|2930||||535847
70613|101|YOUTZ & VALDEZ, PC|2473||||535847
70614|102|All Other Accounts|||||535847
70615|101|Vermont Technical College|13301||||535852
70616|102|All Other Accounts|13558||||535852
70617|101|NONE|0|0|0|0|535857
70618|102|All Other Accounts|64582|0|0|0|535857
70619|101|Local 57 Benefit Funds|13107||||535861
70620|101|The General Pension Plan|6111||||535861
70621|101|Peerless Insurance|954||||535861
70622|101|Payroll|8655||||535861
70623|101|Miscellaneous Office Expenses|1012||||535861
70624|101|City of Providence Property Tax|42380||||535861
70625|102|All Other Accounts|||||535861
70626|102|All Other Accounts|||||535865
70627|102|All Other Accounts|11940||||535866
70628|102|All Other Accounts|||||535880
70629|102|All Other Accounts|||||535915
70630|102|All Other Accounts|||||535918
70631|102|All Other Accounts|15160||||535919
70632|101|UBC&J of America|13771||||535924
70633|102|All Other Accounts|||||535924
70634|102|All Other Accounts|158259||||535936
70635|102|All Other Accounts|22123||||535938
70636|101|None|0|0|0|0|535940
70637|102|All Other Accounts|0|0|0|0|535940
70638|102|All Other Accounts|||||535946
70639|101|SEIU JUNE 2013 PER CAPITA PMT|130743||||535947
70640|102|All Other Accounts|||||535947
70641|102|All Other Accounts|0|0|0|0|535955
70642|101|Vendor Payables at June 30, 2012|795620||||535964
70643|101|Insurance Carrier Payables|198177||||535964
70644|102|All Other Accounts|||||535964
70646|101|n/a|0|0|0|0|535970
70647|102|All Other Accounts|||||535970
70648|102|All Other Accounts|0|0|0|0|535976
70649|102|All Other Accounts|3670||||535977
70650|102|All Other Accounts|0|0|0|0|535979
70651|101|IBEW Per Capita|11538||||535983
70652|101|IBEW 7th District|1038||||535983
70653|101|El Paso Electric|1297||||535983
70654|101|American Express|1307||||535983
70655|101|AT&T|356||||535983
70656|101|NM Building Trades|377||||535983
70657|102|All Other Accounts|1442||||535983
70658|101|International Union of Elevator Constructors|863||||535988
70659|101|Individual Members|77||||535988
70660|101|Group Life Insurance Payable (Standard/Hartford)|50098||||535988
70661|101|Chase Card Services (VISA)|1610||||535988
70662|101|NEI Benefit Plan|187||||535988
70663|101|Payroll Withholding Payable|200||||535988
70664|102|All Other Accounts|0||||535988
70665|102|All Other Accounts|||||535990
70666|101|Payroll Tax Liabilities|461||||535992
70667|102|All Other Accounts|||||535992
70668|101|United Brotherhood of Carpenters (Parent)|18488|0|0|0|535993
70669|101|(The information on this page is for disclosure|0|0|0|0|535993
70670|101|purposes only.  It was not subjected to audit.)|0|0|0|0|535993
70671|102|All Other Accounts|8827||||535993
70672|102|All Other Accounts|23334|0|0|0|535995
70673|102|All Other Accounts|0|0|0|0|535996
70674|101|UBC INTERNATIONAL PER CAPITA TAX (NOT AUDITED)|25134||||535998
70675|102|All Other Accounts|||||535998
70676|102|All Other Accounts|||||535999
70682|102|All Other Accounts|95952|0|0|0|536003
70683|102|All Other Accounts|||||536004
70684|102|All Other Accounts|414600||||536008
70685|102|All Other Accounts|||||536009
70686|102|All Other Accounts|7638|0|0|0|536328
70688|102|All Other Accounts|61894||||536456
70690|102|All Other Accounts|0|0|0|0|536521
70691|102|All Other Accounts|||||536528
70701|101|local union supplies|30953||||536549
70702|102|All Other Accounts|||||536549
70703|102|All Other Accounts|12290|0|0|0|536576
70704|102|All Other Accounts|||||536606
70705|102|All Other Accounts|75181||||536608
70706|102|All Other Accounts|||||536609
70707|102|All Other Accounts|237786||||536610
70708|102|All Other Accounts|||||536612
70711|102|All Other Accounts|||||536618
70714|101|International Longshoremans Workers Union|10863||||536629
70715|102|All Other Accounts|2370||||536629
70716|102|All Other Accounts|||||536631
70717|102|All Other Accounts|104205||||536634
70718|101|None|0|0|0|0|536651
70719|102|All Other Accounts|||||536651
70720|102|All Other Accounts|||||536656
70721|101|DUE TO INTERNATIONAL |89000|0|0|0|536662
70722|102|All Other Accounts|0|0|0|0|536662
70723|101|George Galis - GST|4670||||536666
70724|102|All Other Accounts|||||536666
70725|101|Payroll Liabilities|1232||||536684
70726|102|All Other Accounts|||||536684
70727|102|All Other Accounts|274|0|0|0|536686
70728|102|All Other Accounts|||||536731
70729|101|LIUNA|18040||||536733
70730|101|LIUNA Staff & Affiliates|9392||||536733
70731|101|Comdata|8922||||536733
70732|102|All Other Accounts|15165||||536733
70734|102|All Other Accounts|0|0|0|0|536749
70735|102|All Other Accounts|28225|214|||536750
70736|101|0|0|0|0|0|536753
70737|102|All Other Accounts|||||536753
70738|102|All Other Accounts|0|0|0|0|536755
70739|101|Accounts payable|4934|0|0|0|536757
70740|102|All Other Accounts|||||536757
70741|101|New York City District Council of Carpenters|10577|0|0|0|536769
70742|101|United Brotherhood of Carpenters & Joiners|15985|0|0|0|536769
70743|102|All Other Accounts|||||536769
70745|101|None|0|0|0|0|536778
70746|102|All Other Accounts|||||536778
70749|102|All Other Accounts|||||536795
70750|101|None|0|0|0|0|536822
70751|102|All Other Accounts|0|0|0|0|536822
70752|102|All Other Accounts|||||536823
70753|102|All Other Accounts|||||536825
70758|101|Accounts Payable|814||||536854
70759|101|Payroll Liabilities|468||||536854
70760|102|All Other Accounts|||||536854
70761|102|All Other Accounts|||||536913
70762|102|All Other Accounts|96533||||536951
70763|102|All Other Accounts|822586||||536977
70764|102|All Other Accounts|66428||||536992
70765|102|All Other Accounts|258324|0|0|0|537000
70766|102|All Other Accounts|||||537028
70767|102|All Other Accounts|||||537031
70770|102|All Other Accounts|73066|0|0|0|537049
70771|101|APCU VISA CREDIT CARD|5581|0|0|0|537051
70772|102|All Other Accounts|0|0|0|0|537051
70773|101|Internal Revenue Service|723||||537058
70774|101|State of Ohio|192||||537058
70775|101|City of Marion|206||||537058
70776|101|State of Ohio|16||||537058
70777|102|All Other Accounts|||||537058
70778|101|IBEW|4903||||537093
70779|102|All Other Accounts|||||537093
70780|102|All Other Accounts|16333||||537145
70781|102|All Other Accounts|||||537161
70782|101|IBEW International Office|70834||||537197
70783|101|Southern Benefits|8349||||537197
70784|101|NECA|11256||||537197
70785|101|Jon Wilkey,CPA|7200||||537197
70786|101|Insurance|2583||||537197
70787|101|Miscellaneous|18963||||537197
70788|102|All Other Accounts|||||537197
70789|102|All Other Accounts|9639|0|0|0|537198
70790|102|All Other Accounts|0|0|0|0|537207
70799|101|Accounts payable|1148||||537253
70800|102|All Other Accounts|||||537253
70801|102|All Other Accounts|9086||||537306
70802|102|All Other Accounts|||||537314
70809|102|All Other Accounts||||124273|537350
70810|102|All Other Accounts|4784857|0|0|0|537366
70811|101|ACT|7738|7738|||537387
70812|101|Cathcart Enterprises, Inc|877|877|||537387
70813|101|DeSantis, Michael J|2000|2000|||537387
70814|101|Verizon|170|170|||537387
70815|102|All Other Accounts|||||537387
70816|102|All Other Accounts|0|0|0|0|537414
70817|102|All Other Accounts|0|0|0|0|537418
70818|102|All Other Accounts|0|0|0|0|537419
70821|102|All Other Accounts|||||537427
70822|102|All Other Accounts|||||537429
70823|102|All Other Accounts|0|0|0|0|537430
70824|102|All Other Accounts|||||537432
70825|102|All Other Accounts|31985|0|0|0|537448
70826|102|All Other Accounts|54102|0|0|0|537456
70827|101|CWA NATIONAL|10411||||537459
70828|102|All Other Accounts|||||537459
70829|102|All Other Accounts|81676||||537462
70830|102|All Other Accounts|||||537464
70831|102|All Other Accounts|525542||||537465
70832|102|All Other Accounts|7006|644|231|0|537470
70833|102|All Other Accounts|522857|0|0|0|537471
70834|102|All Other Accounts|15313730|5780|1170|0|537531
70835|102|All Other Accounts|819867||||537533
70836|102|All Other Accounts|66020|0|0|0|537535
70837|102|All Other Accounts|||||537536
70838|101|SOUTHERN CALIFORNIA GAS COMPANY - LTW|26523||||537542
70839|101|UTILITY WORKERS OF AMERICA - INT'L - PER CAPITA TA|62589||||537542
70840|102|All Other Accounts|||||537542
70841|102|All Other Accounts|561067||||537562
70843|101|Accounts Payable|1010||||537583
70844|102|All Other Accounts|||||537583
70845|101|ACCOUNT PAYABLE|1030||||537588
70846|102|All Other Accounts|||||537588
70847|102|All Other Accounts|52871||||537589
70848|102|All Other Accounts|6414||||537592
70849|102|All Other Accounts|0||||537598
70850|102|All Other Accounts|27420442|0|0|0|537599
70851|102|All Other Accounts|36805||||537601
70852|101|STATE TAX WITHELD|583||||537602
70853|102|All Other Accounts|||||537602
70854|102|All Other Accounts|163052||||537604
70855|101|ACCOUNT PAYABLE-LOCALS|82699||||537612
70856|101|ACCOUNTS PAYABLE - GENERAL|14260||||537612
70857|102|All Other Accounts|||||537612
70858|101|Chase Mastercard|5771||||537617
70859|102|All Other Accounts|||||537617
70860|101|Accounts payable|189310||||537622
70861|102|All Other Accounts|0||||537622
70862|101|CONSOLIDATED COLOR PRESS|14769|14769|0|0|537626
70863|101|LOCAL 153 HEALTH FUND|23528|23528|0|0|537626
70864|101|LOCAL 153 PENSION FUND|9673|9673|0|0|537626
70865|101|LOEB & TROPER|29000|29000|0|0|537626
70866|101|MEYER, SUOZZI, ENGLISH & KLEIN P.C.|12308|12308|0|0|537626
70867|101|NEW YORK STATE UNITED TEACHERS|869000|869000|0|0|537626
70868|101|PSC/CUNY WELFARE FUND|15136|15136|0|0|537626
70869|102|All Other Accounts|197586|197586|0|0|537626
70870|102|All Other Accounts|1212207||||537656
70871|101|American Express|56247|0|0|0|537663
70872|101|Commonwealth of Mass NAGE Health & Welfare |10200|0|0|0|537663
70873|101|Dell Marketing|10793|0|0|0|537663
70874|101|Deltacare|12991|0|0|0|537663
70875|101|Franklin P Lauer|10440|0|0|0|537663
70876|101|National Grid|8326|0|0|0|537663
70877|101|Olson, Hagel & Fishburn LLC|20417|0|0|0|537663
70878|101|Rodio & Ursillo, LTD|45570|0|0|0|537663
70879|101|Willinger, Willinger & Bucci PC|5040|0|0|0|537663
70880|102|All Other Accounts|86498|0|0|0|537663
70881|101|Fund for Children in Public Education|54|0|0|0|537684
70882|101|NEARI PACE|350|0|0|0|537684
70883|101|Ray Pouliot|216|0|0|0|537684
70884|101|Reporting Associates|1012|0|0|0|537684
70885|101|Amy Mullen|599|0|0|0|537684
70886|101|Checkmate|1051|0|0|0|537684
70887|101|Rudnick and Associates|12375|0|0|0|537684
70888|101|NEA Emp. Ret. Fund|48326|0|0|0|537684
70889|102|All Other Accounts|||||537684
70892|102|All Other Accounts|3729||||537694
70893|101|National Education Association|158716||||537701
70894|101|Withheld taxes|4099||||537701
70895|102|All Other Accounts|||||537701
70904|101|Internal Revenue Service - 940 Deposit|42||||537722
70905|101|ABS Business Product|91||||537722
70906|101|AT&T Mobility|108||||537722
70907|101|Cincinnati Bell|179||||537722
70908|101|Credit Card Payable|1232||||537722
70909|102|All Other Accounts|||||537722
70910|102|All Other Accounts|8766||||537723
70911|102|All Other Accounts|||||537757
70912|102|All Other Accounts|||||537790
70914|102|All Other Accounts|6826||||537836
70915|102|All Other Accounts|60612||||537851
70916|102|All Other Accounts|8090||||537853
70917|102|All Other Accounts|||||537873
70918|102|All Other Accounts|44071||||537874
70919|102|All Other Accounts|14581||||537883
70920|101|IBEW|16779||||537884
70921|102|All Other Accounts|5952||||537884
70922|102|All Other Accounts|||||537885
70923|101|Due to CWA Per Capita|25097||||537908
70924|101| |||||537908
70925|102|All Other Accounts|||||537908
70926|102|All Other Accounts|0|0|0|0|537922
70927|102|All Other Accounts|0|0|0|0|537986
70929|102|All Other Accounts||0|0|0|538006
70930|102|All Other Accounts|0|0|0|0|538008
70931|101|Miscellaneous|83660|0|0|0|538028
70932|102|All Other Accounts|||||538028
70933|102|All Other Accounts|1663557|0|0|0|538039
70934|102|All Other Accounts|73764|1500|0|0|538041
70935|102|All Other Accounts|5754||||538042
70936|101|Payroll withholding|1602||||538045
70937|102|All Other Accounts|||||538045
70938|102|All Other Accounts|0|0|0|0|538054
70940|102|All Other Accounts|246169||||538082
70941|102|All Other Accounts|||||538083
70942|101|THE NEWSPAPER GUILD INTERNATIONAL PENSION FUND|5873||||538084
70943|102|All Other Accounts|3614||||538084
70944|102|All Other Accounts|45890|0|0|0|538088
70945|102|All Other Accounts|||||538122
70946|102|All Other Accounts|148212||||538134
70947|102|All Other Accounts|||||538141
70948|102|All Other Accounts|||||538142
70949|101|Accrued Expenses|115||||538184
70950|102|All Other Accounts|||||538184
70951|102|All Other Accounts|||||538185
70952|102|All Other Accounts|0|0|0|0|538191
70953|101|VARIOUS|4872|0|0||538192
70954|102|All Other Accounts|0|0|0|0|538192
70955|102|All Other Accounts|||||538193
70956|102|All Other Accounts|100968||||538194
70957|102|All Other Accounts|70504||||538208
70958|102|All Other Accounts|16770|0|0|0|538214
70959|101|Accounts Payable|19160||||538216
70960|102|All Other Accounts|||||538216
70961|102|All Other Accounts|||||538219
70962|102|All Other Accounts|100239||||538223
70963|102|All Other Accounts|137135|0|0|0|538224
70964|102|All Other Accounts|10936|0|0|0|538256
70965|102|All Other Accounts|21610|0|0|0|538257
70966|102|All Other Accounts|0|0|0|0|538258
70967|101|PAYROLL TAXES|713||||538262
70968|102|All Other Accounts|||||538262
70969|102|All Other Accounts|||||538263
70970|102|All Other Accounts|||||538266
70971|102|All Other Accounts|9660|0|0|0|538273
70973|102|All Other Accounts|364||||538277
70974|102|All Other Accounts|||||538279
70975|102|All Other Accounts|39495||||538281
70976|102|All Other Accounts|2508||||538292
70977|102|All Other Accounts|||||538294
70978|102|All Other Accounts|639||||538296
70979|102|All Other Accounts|78452|0|0|0|538297
70980|101|Accounts payable|22439|0|0|0|538300
70981|102|All Other Accounts|||||538300
70982|102|All Other Accounts|13887||||538304
70983|102|All Other Accounts|||||538305
70984|101|IU LOEPF Fund|11947||||538306
70985|102|All Other Accounts|2628||||538306
70986|102|All Other Accounts|0|0|0|0|538307
70987|102|All Other Accounts|||||538311
70989|102|All Other Accounts|14311||||538319
70990|101|CWA INTERNATIONAL PER CAPITA|65934||||538324
70991|101|PAYROLL TAXES|1050||||538324
70992|101|PENSION & HEALTH & WELFARE |1163||||538324
70993|101|OTHER EXPENSES|51645||||538324
70994|102|All Other Accounts|||||538324
70995|102|All Other Accounts|0|0|0|0|538333
70996|102|All Other Accounts|0|0|0|0|538334
70997|102|All Other Accounts|||||538335
70998|102|All Other Accounts|6160||||538346
70999|101|STAPLES|10311|8888|0|0|538347
71000|102|All Other Accounts|13101392|3070|7749|0|538347
71001|101|Mermaid LLC, DBA Waterfront Place Hotel|20550|20550|||538348
71002|101|Sun Mountain Media, Inc|6450|6450|||538348
71003|102|All Other Accounts|1929175|10808|||538348
71005|102|All Other Accounts|4210|0|0|0|538351
71006|102|All Other Accounts|||||538357
71007|101|CWA International|48000|12000|16000|0|538358
71008|102|All Other Accounts|7693|0|0|0|538358
71009|102|All Other Accounts|424254||||538377
71010|102|All Other Accounts|0|0|0|0|538401
71011|102|All Other Accounts|||||538403
71012|102|All Other Accounts|||||538406
71013|102|All Other Accounts|588463|0|0|0|538413
71014|102|All Other Accounts|93270||||538416
71015|102|All Other Accounts|1096||||538417
71019|102|All Other Accounts|6121||||538418
71016|101|TXU Energy|3414||||538418
71017|101|Reilly-Echols Printing|2977||||538418
71018|101|RICOH- USA|1290||||538418
71020|102|All Other Accounts|6910||||538422
71021|102|All Other Accounts|45220||||538433
71022|102|All Other Accounts|61926||||538435
71023|102|All Other Accounts|210499||||538442
71024|102|All Other Accounts|21703|0|0|0|538443
71025|102|All Other Accounts|103947||||538444
71026|101|OPEIU LOCAL 153 HEALTH FUND|15874||||538454
71027|102|All Other Accounts|||||538454
71028|102|All Other Accounts|||||538465
71029|102|All Other Accounts|102711||||538522
71030|102|All Other Accounts|14693||||538523
71031|102|All Other Accounts|||||538525
71032|102|All Other Accounts|0|0|0|0|538527
71033|101|Miller Kaplan Arase LLP|21910|0|0|0|538532
71034|101|C.W.A National Union -CSI Dues|55820|0|0|0|538532
71035|102|All Other Accounts|0|0|0|0|538532
71036|102|All Other Accounts|45604||||538533
71037|102|All Other Accounts|2086|0|0|0|538535
71038|102|All Other Accounts|80808|0|0|0|538537
71039|102|All Other Accounts|29129||||538539
71040|102|All Other Accounts|0||||538542
71041|101|NONE|0|0|0|0|538543
71042|102|All Other Accounts|0|0|0|0|538543
71043|102|All Other Accounts|||||538546
71044|102|All Other Accounts|||||538548
71045|102|All Other Accounts|||||538550
71046|102|All Other Accounts|125||||538552
71047|101|ACCRUED EXPENSES|14231||||538559
71048|102|All Other Accounts|||||538559
71049|102|All Other Accounts|||||538560
71050|101|Payroll taxes|4501||||538562
71051|101|Per Capita Taxes|81669||||538562
71052|101|Misc|1658||||538562
71053|102|All Other Accounts|||||538562
71054|102|All Other Accounts|8984||||538564
71055|102|All Other Accounts|||||538565
71056|101|TNG/CWA|9832||||538566
71057|102|All Other Accounts|2375||||538566
71058|101|None - Not Applicable|0|0|0|0|538567
71059|102|All Other Accounts|||||538567
71060|102|All Other Accounts|||||538569
71061|102|All Other Accounts|22027||||538571
71062|102|All Other Accounts|91535||||538574
71063|102|All Other Accounts|13067||||538575
71064|102|All Other Accounts|||||538576
71065|101|AFSCME INTERNATIONAL|2401377||||538577
71066|101|KAPLAN EARLY LEARNING COM|1589629||||538577
71067|101|NOWAK ASSOCIATES|120363||||538577
71068|101|SUFFOLK COUNTY COMMUNITY|118610||||538577
71069|101|HUDSON VALLEY COMMUNITY C|104156||||538577
71070|101|CATAMARAN INC|95887||||538577
71071|101|UNIVERSITY AT ALBANY|67241|10500|||538577
71072|101|INVESCO INSTITUTIONAL (NA|55041||||538577
71073|101|SUNY COLLEGE OF TECHNOLOG|41557||||538577
71074|101|ONONDAGA COMMUNITY COLLEG|41073||||538577
71075|101|ROCKLAND COMMUNITY COLLEG|37825||||538577
71076|101|LOUIS D STOBER JR LLC|35442||||538577
71077|101|SCHENECTADY COUNTY COMMUN|28764||||538577
71078|101|MEDGAR EVERS COLLEGE|28611||||538577
71079|101|SUNY COLLEGE AT PLATTSBUR|27680||||538577
71080|101|REDEN & ODONNELL LLP|27329||||538577
71081|101|ERIE COMMUNITY COLLEGE|26553||||538577
71082|101|NEW YORK CITY DEPARTMENT|25174|25174|||538577
71083|101|VELOCITY PRINT SOLUTIONS|24577||||538577
71084|101|CLARITY PUBLISHING INC|24435||||538577
71085|101|CHAMBERLAIN D'AMANDA OPPE|23689||||538577
71086|101|CUNY LEHMAN COLLEGE|23635||||538577
71087|101|NASSAU COMMUNITY COLLEGE|23235||||538577
71088|101|DUTCHESS COMMUNITY COLLEG|22974||||538577
71089|101|UNIVERSITY AT BUFFALO MIL|21239||||538577
71090|101|SUNY POTSDAM|21139||||538577
71091|101|QUEENSBOROUGH COMMUNITY C|21045||||538577
71092|101|SUNY CORTLAND|21031||||538577
71093|101|WB MASON CO.|20581||||538577
71094|101|MOHAWK VALLEY COMMUNITY C|19677||||538577
71095|101|SUNY COLLEGE BROCKPORT|19327||||538577
71096|101|VITALE & LEVITT PC|19247||||538577
71097|101|MONROE COMMUNITY COLLEGE|19216||||538577
71098|101|BINGHAMTON UNIVERSITY|18659||||538577
71099|101|EXCELSIOR COLLEGE|18645||||538577
71100|101|ORANGE COUNTY COMMUNITY C|18523||||538577
71101|101|CUNY COLLEGE OF STATEN IS|18130||||538577
71102|101|MORRISVILLE STATE COLLEGE|17885||||538577
71103|101|HEWLETT-PACKARD COMPANY|17678||||538577
71104|101|DESMOND THE|17178||||538577
71105|101|SUNY ONEONTA|16415||||538577
71106|101|MARIA COLLEGE|15873||||538577
71107|101|WESTCHESTER COMMUNITY COL|15255||||538577
71108|101|LEVENE GOULDIN & THOMPSON|14786||||538577
71109|101|SELCHICK JEFFREY M|14754||||538577
71110|101|BROOME COMMUNITY COLLEGE|14520||||538577
71111|101|TROCAIRE COLLEGE|13965||||538577
71112|101|CUNY JOHN JAY COLLEGE|13740||||538577
71113|101|TREAS CSEA LOCAL 154|13592||13592||538577
71114|101|CUNY YORK COLLEGE|13330||||538577
71115|101|CUNY QUEENS COLLEGE|13230||||538577
71116|101|SUNY DELHI|12946||||538577
71117|101|GOSCH D JEFFREY|12822||||538577
71118|101|MARIST COLLEGE|12740||||538577
71119|101|SUNY NEW PALTZ|12740||||538577
71120|101|SUNY OSWEGO|12542||||538577
71121|101|PRYBA, TOBIN & COMPANY PC|12000||||538577
71122|101|PINSTRIPE BOWL LLC|12000||||538577
71123|101|BELTRONE GROUP LLC|11912||||538577
71124|101|LEWANDOWSKI MICHAEL S|11860||||538577
71125|101|THOMSON WEST|11728||||538577
71126|101|WESTERN SUFFOLK BOCES|11567||||538577
71127|101|GENESEE COMMUNITY COLLEGE|10950||||538577
71128|101|BOROUGH OF MANHATTAN COMM|10870||||538577
71129|101|CUNY NEW YORK CITY COLLEG|9970||||538577
71130|101|FINE OLIN & ANDERMAN LLP|9785||||538577
71131|101|NIAGARA COUNTY COMMUNITY|9452||||538577
71132|101|DIRECT ENERGY MARKETING I|9362||||538577
71133|101|NORTH COUNTRY COMMUNITY C|9042||||538577
71134|101|TOMPKINS-CORTLAND COMMUNI|8544||||538577
71135|101|O'NEIL & BURKE LLP|8440||||538577
71136|101|MJ MECHANICAL SERVICES IN|8135||||538577
71137|101|SYSTEMS MANAGEMENT PLANNI|8000|8000|||538577
71138|101|LINDENMEYR MUNROE|7852||||538577
71139|101|GOLD MARLENE A|7800||||538577
71140|101|OKPERHIE KATRINA|7632||||538577
71141|101|SUNY ADIRONDACK|7624||||538577
71142|101|CCNY CENTER FOR WORKER ED|7595||||538577
71143|101|JAMESTOWN COMMUNITY COLLE|7584||||538577
71144|101|CANARX SERVICES|7314||||538577
71145|101|JAROS RONALD L|7267||||538577
71146|101|LAW OFFICES OF WILLIAM G|7014||||538577
71147|101|TRIPI FLORENCE|6921||||538577
71148|101|NATIONAL GRID|6777||||538577
71149|101|SUNY INSTITUTE OF TECHNOL|6615||||538577
71150|101|TREAS CSEA LOCAL 152|6400||6400||538577
71151|101|CUNY SCHOOL OF PROFESSION|6125||||538577
71152|101|MICROKNOWLEDGE INC|5895||||538577
71153|101|NYACK COLLEGE|5880||||538577
71154|101|GAY CAITLIN|5776||||538577
71155|101|COLUMBIA COLLEGE|5715||||538577
71156|101|COMVIEW CORPORATION|5470||||538577
71157|101|SUNY COBLESKILL|5390||||538577
71158|101|BOCES ERIE #1|5365||||538577
71159|101|KONICA MINOLTA|5257||||538577
71160|101|SIEGEL JAY M|5245||||538577
71161|101|FESSENDEN LAUMER DEANGELO|5220||||538577
71162|101|SIMMELKJAER ROBERT T|5200||||538577
71163|101|EMPLOYMENT DISPUTE RESOLU|5200||||538577
71164|101|JEFFERSON COMMUNITY COLLE|5152||||538577
71165|101|SIENA COLLEGE|5145||||538577
71166|101|GRANITE TELECOMMUNICATION|5117||||538577
71167|101|FULTON-MONTGOMERY COMMUNI|5100||||538577
71168|101|ULSTER COUNTY COMMUNITY C|5088||||538577
71169|101|TREAS CSEA LOCAL 522|5056||5056||538577
71170|101|TREAS CSEA LOCAL 671|5000||5000||538577
71171|102|All Other Accounts|871251|1492|5284||538577
71172|102|All Other Accounts|0|0|0|0|538579
71173|102|All Other Accounts|11260||||538580
71174|101|UNITED ASSOCIATION|36309||||538585
71175|101|PLUMBERS AND PIPEFITTERS LOCAL 502 BENEFITS FUND|21485||||538585
71176|101|UNITED ASSOCIATION LOCAL OFFICERS PENSION|13047||||538585
71177|102|All Other Accounts|7785||||538585
71178|102|All Other Accounts|||||538588
71179|102|All Other Accounts|3756|0|0|0|538591
71180|102|All Other Accounts|458813||||538593
71181|102|All Other Accounts|40480|0|0|0|538594
71183|101|Simonet Sierra Law Office|6117||||538604
71184|101|Lopez Lay Vizcarra & Simonet Check not cashed |19000||19000||538604
71185|101|Communications Workers of America|17500|3712|||538604
71186|101|CPA Felipe Miguel Del Rosario & Asociados CSP|4290||||538604
71187|101|PR Electric Power Authority|1020||||538604
71188|102|All Other Accounts|||||538604
71189|102|All Other Accounts|490214|0|0|490214|538605
71190|101|Accounts payable|15688|0|0|0|538606
71191|101|Per capita payable|24515|0|0|0|538606
71192|101|Payroll taxes payable|158|0|0|0|538606
71193|101|Credit card payable|936|0|0|0|538606
71194|102|All Other Accounts|||||538606
71195|102|All Other Accounts|0|0|0|0|538612
71196|102|All Other Accounts|36555|0|0|0|538622
71197|102|All Other Accounts|0|0|0|0|538625
71198|101|ACCOUNTS PAYABLE|149109||||538643
71199|101|ACCRUED VACATION |59988||||538643
71200|101|PAYROLL TAXES PAYABLE |3492||||538643
71201|102|All Other Accounts|||||538643
71202|102|All Other Accounts|13206||||538689
71203|102|All Other Accounts|||||538722
71204|102|All Other Accounts|||||538725
71205|101|IUE-CWA INTL UNION|42000|9000|33000|0|538736
71206|102|All Other Accounts|16350|0|0|0|538736
71207|101|None|0||||538737
71208|102|All Other Accounts|0||||538737
71209|102|All Other Accounts|||||538738
71210|102|All Other Accounts|2735||||538739
71211|102|All Other Accounts|||||538742
71212|101|American Express Credit Card|3242||||538743
71213|102|All Other Accounts|||||538743
71214|102|All Other Accounts|||||538746
71215|101|Trade Accounts|26744||||538749
71216|101|Payroll Taxes|34932||||538749
71217|101|Real Estate Taxes Payable|131044||131044||538749
71218|102|All Other Accounts|||||538749
71219|102|All Other Accounts|0|0|0|0|538752
71220|102|All Other Accounts|0|0|0|0|538756
71221|102|All Other Accounts|3559||||538762
71222|102|All Other Accounts|||||538771
