OID|INV_TYPE|NAME|AMOUNT|RPT_ID
198074|703|Marketable Securities Total Cost|3424088|535677
198075|704|Marketable Securities Total BookValue|3424088|535677
198076|701|Vanguard Balanced Index Admiral - 40,559 shares|727768|535677
198077|701|Dodge & Cox Balanced Fund - 11,815 shares|828380|535677
198078|705|Other Investments Total Cost|500|535677
198079|706|Other Investments Total Book Value|500|535677
198080|703|Marketable Securities Total Cost|764502|535679
198081|704|Marketable Securities Total BookValue|860675|535679
198082|701|BLACKROCK EQUITY FUND|84728|535679
198083|701|BLACKROCK GLOBAL FUND|93846|535679
198084|701|DELAWARE INVESTMENTS FUND|47573|535679
198085|701|FRANKLIN RISING FUND|84669|535679
198086|701|FRANKLIN INCOME FUND|65222|535679
198087|701|FT 3789 DIVIDEND STRENGTH FUND|43313|535679
198088|701|LORD ASSET SHORT FUND|53366|535679
198089|701|VAN KAMPEN UNIT FUND|43847|535679
198090|705|Other Investments Total Cost|0|535679
198091|706|Other Investments Total Book Value|0|535679
198092|702|N/A|0|535679
198093|703|Marketable Securities Total Cost||535682
198094|704|Marketable Securities Total BookValue||535682
198095|705|Other Investments Total Cost|68000|535682
198096|706|Other Investments Total Book Value|68000|535682
198097|702|INVESTMENT IN IAMBA INC., BUILDING CORPORATION|68000|535682
198098|703|Marketable Securities Total Cost||535683
198099|704|Marketable Securities Total BookValue||535683
198100|705|Other Investments Total Cost||535683
198101|706|Other Investments Total Book Value||535683
198102|703|Marketable Securities Total Cost|0|535684
198103|704|Marketable Securities Total BookValue|0|535684
198104|705|Other Investments Total Cost|0|535684
198105|706|Other Investments Total Book Value|0|535684
198106|703|Marketable Securities Total Cost||535686
198107|704|Marketable Securities Total BookValue||535686
198108|705|Other Investments Total Cost||535686
198109|706|Other Investments Total Book Value||535686
198110|703|Marketable Securities Total Cost|0|535687
198111|704|Marketable Securities Total BookValue|0|535687
198112|701|n/a|0|535687
198113|705|Other Investments Total Cost|0|535687
198114|706|Other Investments Total Book Value|0|535687
198115|703|Marketable Securities Total Cost|0|535695
198116|704|Marketable Securities Total BookValue|0|535695
198117|701|N/A|0|535695
198118|705|Other Investments Total Cost|0|535695
198119|706|Other Investments Total Book Value|0|535695
198120|702|N/A|0|535695
198121|703|Marketable Securities Total Cost||535696
198122|704|Marketable Securities Total BookValue||535696
198123|705|Other Investments Total Cost|1499809|535696
198124|706|Other Investments Total Book Value|1499819|535696
198125|702|Amalgamated Bank of Chicago Common Investment Trst|1499819|535696
198126|703|Marketable Securities Total Cost||535697
198127|704|Marketable Securities Total BookValue||535697
198128|705|Other Investments Total Cost||535697
198129|706|Other Investments Total Book Value||535697
198130|703|Marketable Securities Total Cost||535700
198131|704|Marketable Securities Total BookValue||535700
198132|705|Other Investments Total Cost||535700
198133|706|Other Investments Total Book Value||535700
198134|703|Marketable Securities Total Cost||535702
198135|704|Marketable Securities Total BookValue|1442480|535702
198136|705|Other Investments Total Cost||535702
198137|706|Other Investments Total Book Value||535702
198138|703|Marketable Securities Total Cost|430242|535707
198139|704|Marketable Securities Total BookValue|431307|535707
198140|701|866 SHS ISHARES TR S&P 500 GR INDEX FD|72753|535707
198141|701|389 SHS VANGUARD INDEX FDS VANGUARD MID CAP|37009|535707
198142|701|25000 SHS GOOGLE INC NOTE 3.625%|25931|535707
198143|701|13705.622 SHS DOUBLELINE TOTAL RTN BD FD CL I|151173|535707
198144|701|5306.589 SHS FAIRHOLME FOCUSED INCOME FD|60707|535707
198145|705|Other Investments Total Cost||535707
198146|706|Other Investments Total Book Value||535707
198147|703|Marketable Securities Total Cost|110440|535708
198148|704|Marketable Securities Total BookValue|87874|535708
198149|701|Community Health Systems Inc|15054|535708
198150|701|Ford Motor Co|10946|535708
198151|701|Tenet Healthcare Corp|15022|535708
198152|701|Ishares Gold Trust|19843|535708
198153|701|Ishares Silver Trust|26767|535708
198154|705|Other Investments Total Cost|0|535708
198155|706|Other Investments Total Book Value|0|535708
198156|703|Marketable Securities Total Cost|23483305|535709
198157|704|Marketable Securities Total BookValue|24292421|535709
198158|705|Other Investments Total Cost|35350348|535709
198159|706|Other Investments Total Book Value|36898006|535709
198160|702|Investment in Capitol Place 1|30760791|535709
198161|703|Marketable Securities Total Cost||535713
198162|704|Marketable Securities Total BookValue||535713
198163|705|Other Investments Total Cost|588115|535713
198164|706|Other Investments Total Book Value|588115|535713
198165|702|AFL-CIO HOUSING INVESTMENT TRUST|588115|535713
198166|703|Marketable Securities Total Cost|75468232|535716
198167|704|Marketable Securities Total BookValue|75435708|535716
198168|701|FED FARM CREDIT BK DTD 6/18/12 .375% 6/18/2014|8010400|535716
198169|701|FED FARM CREDIT BK DTD 12/11/12 .280% 12/11/2014|6993140|535716
198170|701|FED HOME LN BK DTD 1/23/13 .320% 1/23/2015|4399340|535716
198171|701|FED HOME LN BK DTD 1/25/13 .250% 2/20/2015|4493655|535716
198172|701|FED HOME LN MTG CORP DTD 1/9/12 .450% 1/9/2014|11500690|535716
198173|701|FED HOME LN MTG CORP DTD 2/28/12 .375% 4/28/14|6193738|535716
198174|701|FED HOME LN MTG CORP DTD 3/18/13 .350% 3/18/2015|6596436|535716
198175|701|FED HOME LN MTG CORP DTD 8/12/11 .500% 9/19/2014|5866263|535716
198176|701|FED HOME LN MTG CORP DTD 11/1/11 .375% 11/27/2013|11219249|535716
198177|705|Other Investments Total Cost|492875|535716
198178|706|Other Investments Total Book Value|492875|535716
198179|702|UNION FINANCIAL BANK COMMON STOCK|492875|535716
198180|703|Marketable Securities Total Cost|31534|535722
198181|704|Marketable Securities Total BookValue|56313|535722
198182|701|Philip Morris Int'l, Inc|17324|535722
198183|701|Altria Group|6998|535722
198184|701|Microsoft Corp|6909|535722
198185|701|De Master Blender|4794|535722
198186|701|Mondelez Int'l Inc Com|3937|535722
198187|705|Other Investments Total Cost||535722
198188|706|Other Investments Total Book Value||535722
198189|703|Marketable Securities Total Cost|573673|535724
198190|704|Marketable Securities Total BookValue|573673|535724
198191|701|INVESTMENT COMPANY OF AMERICA|562187|535724
198192|705|Other Investments Total Cost||535724
198193|706|Other Investments Total Book Value||535724
198194|703|Marketable Securities Total Cost||535725
198195|704|Marketable Securities Total BookValue||535725
198196|705|Other Investments Total Cost||535725
198197|706|Other Investments Total Book Value||535725
198198|703|Marketable Securities Total Cost|4157830|535726
198199|704|Marketable Securities Total BookValue|4996451|535726
198200|701|FHLMC 1.05% 7/17/2017|251095|535726
198201|701|Franklin Income Fund - A|475379|535726
198202|701|Thornburg Lmited Term Muninicpal Fund - A|720770|535726
198203|701|Invesco Comstock Fund - A - ACSTX|339137|535726
198204|701|American Capital World Growth & Income CL A - CWGI|260244|535726
198205|701|American Funds Growth Fund of America - AGTHX|291156|535726
198206|701|Investment Company of America - AIVSX|247250|535726
198207|701|Franklin Mutual Quest Fund - A - TEQIX|370624|535726
198208|705|Other Investments Total Cost|101013|535726
198209|706|Other Investments Total Book Value|101013|535726
198210|702|1011 Highway 133 N, Crossett, AR|17650|535726
198211|702|602 Miller Avenue, Westlake, LA|83363|535726
198212|703|Marketable Securities Total Cost|0|535732
198213|704|Marketable Securities Total BookValue|0|535732
198214|705|Other Investments Total Cost||535732
198215|706|Other Investments Total Book Value||535732
198216|703|Marketable Securities Total Cost|0|535733
198217|704|Marketable Securities Total BookValue|0|535733
198218|705|Other Investments Total Cost|0|535733
198219|706|Other Investments Total Book Value|0|535733
198249|703|Marketable Securities Total Cost|0|535741
198250|704|Marketable Securities Total BookValue|0|535741
198251|705|Other Investments Total Cost|0|535741
198252|706|Other Investments Total Book Value|0|535741
198253|703|Marketable Securities Total Cost|0|535743
198254|704|Marketable Securities Total BookValue|0|535743
198255|705|Other Investments Total Cost|0|535743
198256|706|Other Investments Total Book Value|0|535743
198257|703|Marketable Securities Total Cost|437460|535744
198258|704|Marketable Securities Total BookValue|437460|535744
198259|701|FEDERAL NATIONAL MORTGAGE ASSOCIATION|53379|535744
198260|701|TENNESSEE VALLEY AUTHORITY|23035|535744
198261|701|FEDERAL FARM CREDIT BANKS|106144|535744
198262|701|GOVERNMENT NATIONAL MORTGAGE ASSN|44258|535744
198263|701|FEDERAL HOME LOAN MORTGAGE|61614|535744
198264|705|Other Investments Total Cost||535744
198265|706|Other Investments Total Book Value||535744
198266|702|N/A|0|535744
198274|706|Other Investments Total Book Value||535745
198267|703|Marketable Securities Total Cost|254705|535745
198268|704|Marketable Securities Total BookValue|295407|535745
198269|701|1,200 SHS DUKE REALTY|29976|535745
198270|701|700 SHS ISHARES S&P|27496|535745
198271|701|50,000 FACE VALUE OF BOND - BANK OF AMERICA|54229|535745
198272|701|25,000 FACE VALUE OF BOND - GENERAL ELEC CAP|28675|535745
198273|705|Other Investments Total Cost||535745
198275|703|Marketable Securities Total Cost||535749
198276|704|Marketable Securities Total BookValue||535749
198277|701|n/a|0|535749
198278|705|Other Investments Total Cost||535749
198279|706|Other Investments Total Book Value||535749
198280|702|n/a|0|535749
198281|703|Marketable Securities Total Cost|1252346|535757
198282|704|Marketable Securities Total BookValue|1252346|535757
198283|705|Other Investments Total Cost||535757
198284|706|Other Investments Total Book Value||535757
198285|703|Marketable Securities Total Cost|68708526|535772
198286|704|Marketable Securities Total BookValue|68635029|535772
198287|701|Stocks held in Bank of Montreal|4615753|535772
198288|701|Mutual Funds - Vanguard|52005258|535772
198289|701|Mutual Funds - Cohen & Steers|5235134|535772
198290|705|Other Investments Total Cost|23726800|535772
198291|706|Other Investments Total Book Value|23726800|535772
198292|702|AFL-CIO Housing Investment Trust|23726800|535772
198293|703|Marketable Securities Total Cost|123459|535774
198294|704|Marketable Securities Total BookValue|123459|535774
198295|701|AXA EQUITABLE ANNUITY CONTRACT|123459|535774
198296|705|Other Investments Total Cost||535774
198297|706|Other Investments Total Book Value||535774
198298|703|Marketable Securities Total Cost|1432924|535778
198299|704|Marketable Securities Total BookValue|1568044|535778
198300|701|AMERICAN BALANCED FUND CLASS A MUTUAL FUND|926850|535778
198301|701|AMERICAN FUNDS U.S. GOVERNMENT SECURITIES FUND|392056|535778
198302|705|Other Investments Total Cost|127129|535778
198303|706|Other Investments Total Book Value|250000|535778
198304|702|STRATFORD CORPORATION|250000|535778
198305|703|Marketable Securities Total Cost||535790
198306|704|Marketable Securities Total BookValue||535790
198307|705|Other Investments Total Cost||535790
198308|706|Other Investments Total Book Value||535790
198309|703|Marketable Securities Total Cost||535811
198310|704|Marketable Securities Total BookValue||535811
198311|705|Other Investments Total Cost||535811
198312|706|Other Investments Total Book Value||535811
198313|703|Marketable Securities Total Cost|1468270|535826
198314|704|Marketable Securities Total BookValue|1468270|535826
198315|701|Pimco Unconstrained Bond Fund|77417|535826
198316|701|Thornburg Income Builder|86453|535826
198317|701|Calvert Short Duration|171406|535826
198318|701|Loomis Sayles Strategic|144589|535826
198319|701|Netaxis Gateway Fund|133750|535826
198320|701|Pimco Total Return Fd|199788|535826
198321|701|Pimco Unconstrained Biond Fund|238364|535826
198322|701|Thornburg Income Builder|139230|535826
198323|705|Other Investments Total Cost||535826
198324|706|Other Investments Total Book Value||535826
198325|703|Marketable Securities Total Cost|756064|535828
198326|704|Marketable Securities Total BookValue|756064|535828
198327|701|GE Capital Retail Bank|50732|535828
198328|701|Discover Bank Greenwood|50431|535828
198329|701|Alger Spectra|87304|535828
198330|701|Allianceber High Income|64530|535828
198331|701|Oakmark I|83184|535828
198332|701|Sentinel|48457|535828
198333|705|Other Investments Total Cost||535828
198334|706|Other Investments Total Book Value||535828
198335|703|Marketable Securities Total Cost|7348|535839
198336|704|Marketable Securities Total BookValue|7348|535839
198337|701|TOKEN HOLDING OF SHARES|1364|535839
198338|701|WALT DISNEY CO|5984|535839
198339|705|Other Investments Total Cost||535839
198340|706|Other Investments Total Book Value||535839
198341|703|Marketable Securities Total Cost||535844
198342|704|Marketable Securities Total BookValue||535844
198343|705|Other Investments Total Cost||535844
198344|706|Other Investments Total Book Value||535844
198345|703|Marketable Securities Total Cost|1476195|535846
198346|704|Marketable Securities Total BookValue|1510390|535846
198347|701|Pimco Total Return|251368|535846
198348|701|Templeton Global Bond Fund|136366|535846
198349|701|Touchstone Sands Capital Select Growth|110480|535846
198350|701|RS International Growth|115569|535846
198351|701|Center Coast MLP Focus|89422|535846
198352|701|Principal Global Diversified Income|276819|535846
198353|701|Gateway Fund Class A|127853|535846
198354|701|Mainstay Marketfield Fund Class 1|181382|535846
198355|705|Other Investments Total Cost||535846
198356|706|Other Investments Total Book Value||535846
198357|703|Marketable Securities Total Cost||535847
198358|704|Marketable Securities Total BookValue||535847
198359|705|Other Investments Total Cost||535847
198360|706|Other Investments Total Book Value||535847
198361|703|Marketable Securities Total Cost|260849|535849
198362|704|Marketable Securities Total BookValue|298269|535849
198363|701|MAINSTAY PRINCIPAL PRESERVATION CLASS I |17705|535849
198364|701|MAINSTAY MODERATE ALLOCATION FUND |280564|535849
198365|705|Other Investments Total Cost||535849
198366|706|Other Investments Total Book Value||535849
198367|703|Marketable Securities Total Cost||535852
198368|704|Marketable Securities Total BookValue||535852
198369|705|Other Investments Total Cost||535852
198370|706|Other Investments Total Book Value||535852
198371|703|Marketable Securities Total Cost|404673|535857
198372|704|Marketable Securities Total BookValue|404673|535857
198373|701|ING POINT TO POINT ANNUITY|404673|535857
198374|705|Other Investments Total Cost|0|535857
198375|706|Other Investments Total Book Value|0|535857
198376|702|NONE|0|535857
198377|703|Marketable Securities Total Cost|107995|535860
198378|704|Marketable Securities Total BookValue|107995|535860
198379|701|AFL-CIO HOUSING INVESTMENT TRUST MUTUAL FUND|107995|535860
198380|705|Other Investments Total Cost||535860
198381|706|Other Investments Total Book Value||535860
198382|703|Marketable Securities Total Cost||535861
198383|704|Marketable Securities Total BookValue||535861
198384|705|Other Investments Total Cost||535861
198385|706|Other Investments Total Book Value||535861
198386|703|Marketable Securities Total Cost|438|535863
198387|704|Marketable Securities Total BookValue|438|535863
198388|701|FEDERATED PRIME OBLIGATION FUND|438|535863
198389|705|Other Investments Total Cost|184578|535863
198390|706|Other Investments Total Book Value|184578|535863
198391|702|SUN LIFE ANNUITY 13019288-01|71122|535863
198392|702|SUN LIFE ANNUITY 13025514-01|21167|535863
198393|702|SUN LIFE ANNUITY 13019292-01|71122|535863
198394|702|SUN LIFE ANNUITY 13025515-01|21167|535863
198395|703|Marketable Securities Total Cost||535865
198396|704|Marketable Securities Total BookValue||535865
198397|705|Other Investments Total Cost||535865
198398|706|Other Investments Total Book Value|507716|535865
198399|702|RIFT REALTY TRUST|507716|535865
198400|703|Marketable Securities Total Cost||535866
198401|704|Marketable Securities Total BookValue||535866
198402|705|Other Investments Total Cost||535866
198403|706|Other Investments Total Book Value||535866
198404|703|Marketable Securities Total Cost|24645|535880
198405|704|Marketable Securities Total BookValue|24645|535880
198406|701|MERRILL LYNCH|24645|535880
198407|705|Other Investments Total Cost||535880
198408|706|Other Investments Total Book Value||535880
198409|703|Marketable Securities Total Cost||535915
198410|704|Marketable Securities Total BookValue||535915
198411|705|Other Investments Total Cost||535915
198412|706|Other Investments Total Book Value||535915
198413|703|Marketable Securities Total Cost||535918
198414|704|Marketable Securities Total BookValue||535918
198415|705|Other Investments Total Cost||535918
198416|706|Other Investments Total Book Value||535918
198417|703|Marketable Securities Total Cost||535924
198418|704|Marketable Securities Total BookValue||535924
198419|705|Other Investments Total Cost||535924
198420|706|Other Investments Total Book Value||535924
198421|703|Marketable Securities Total Cost|9359190|535935
198422|704|Marketable Securities Total BookValue|9359190|535935
198423|701|CENTER COAST MLP FOCUS FUND CLASS A|459663|535935
198424|701|DOUBLE LINE TOTAL RETURN FUND N|724853|535935
198425|701|FRANKLIN/TEMPLETON GLOBAL BOND FUND CLASS A|780353|535935
198426|701|PRUDENTIAL HIGH YIELD FUND CLASS A|487603|535935
198427|701|PRUDENTIAL TOTAL RETURN BOND FUND INC A|842589|535935
198428|701|PRINCIPAL GLOBAL DIVERSIFIED INCOME FUND CLASS A|660627|535935
198429|701|UBS GLOBAL ALLOCATION FUND CLASS A|635260|535935
198430|701|VILLERE BALANCED FUND|511703|535935
198431|705|Other Investments Total Cost|2492549|535935
198432|706|Other Investments Total Book Value|2492549|535935
198433|702|AFL-CIO HOUSING INVESTMENT TRUST|1492551|535935
198434|702|FIRST ULB CORPORATION 63,846 SHARES COMMON STOCK|999998|535935
198435|703|Marketable Securities Total Cost|1572159|535936
198436|704|Marketable Securities Total BookValue|1604720|535936
198437|701|WRIGHT CURRENT INCOME FUND|265181|535936
198438|705|Other Investments Total Cost|11044|535936
198439|706|Other Investments Total Book Value|11044|535936
198440|702|WILMINGTON PRIME MONEY MARKET FUND|10929|535936
198441|703|Marketable Securities Total Cost|690932|535938
198442|704|Marketable Securities Total BookValue|752695|535938
198443|701|ISHARES MSCIEAFE INDEX FUND|52831|535938
198444|701|FNMA|42000|535938
198445|705|Other Investments Total Cost||535938
198446|706|Other Investments Total Book Value||535938
198447|703|Marketable Securities Total Cost||535940
198448|704|Marketable Securities Total BookValue||535940
198449|705|Other Investments Total Cost|12500|535940
198450|706|Other Investments Total Book Value|12500|535940
198451|702|STOCK - BLACKHAWK TEMPLE|12500|535940
198452|703|Marketable Securities Total Cost|163082|535946
198453|704|Marketable Securities Total BookValue|163082|535946
198454|701|Harbor Bond Instl|56628|535946
198455|701|Vanguard Intermediate Term Bond Index-Signal|10487|535946
198456|705|Other Investments Total Cost||535946
198457|706|Other Investments Total Book Value||535946
198458|703|Marketable Securities Total Cost|943905|535947
198459|704|Marketable Securities Total BookValue|943340|535947
198460|701|UBS-BANK OF CHINA CD|169993|535947
198461|701|UBS-BANK OF BARODA CD|169951|535947
198462|701|UBS-BANK OF INDIA CD|199892|535947
198463|701|UBS-FIRST BANK PR CD|149780|535947
198464|701|UBS-APPLE BANK FOR SAVINGS CD|149819|535947
198465|701|UBS-MONEY MARKET A/C|103905|535947
198466|705|Other Investments Total Cost|154841|535947
198467|706|Other Investments Total Book Value|154841|535947
198468|702|COMMON STOCK-WELLPOINTE|154841|535947
198469|703|Marketable Securities Total Cost|444710|535955
198470|704|Marketable Securities Total BookValue|500540|535955
198471|701|American High Income Trust CL A|40211|535955
198472|701|Bond Fund of America CL A|114163|535955
198473|701|Washington Mutual Investors Fund CL A|143673|535955
198474|701|Capital World Growth and Income Fund CL A|72282|535955
198475|701|Growth Fund of America CL A|109888|535955
198476|705|Other Investments Total Cost||535955
198477|706|Other Investments Total Book Value||535955
198487|703|Marketable Securities Total Cost||535974
198488|704|Marketable Securities Total BookValue||535974
198489|705|Other Investments Total Cost||535974
198490|706|Other Investments Total Book Value||535974
198491|703|Marketable Securities Total Cost|0|535976
198492|704|Marketable Securities Total BookValue|0|535976
198493|705|Other Investments Total Cost|0|535976
198494|706|Other Investments Total Book Value|0|535976
198495|703|Marketable Securities Total Cost|0|535977
198496|704|Marketable Securities Total BookValue|0|535977
198497|705|Other Investments Total Cost|0|535977
198498|706|Other Investments Total Book Value|0|535977
198499|703|Marketable Securities Total Cost|5129283|535979
198500|704|Marketable Securities Total BookValue|5513711|535979
198501|701|CPB INVESTMENT MANAGEMENT|422777|535979
198502|701|PACIFIC CAPITAL CASH ASSETS TRUST|95994|535979
198503|701|BOH INVESTMENT MANAGEMENT|4994940|535979
198504|705|Other Investments Total Cost||535979
198505|706|Other Investments Total Book Value||535979
198506|703|Marketable Securities Total Cost|552393|535988
198507|704|Marketable Securities Total BookValue|552393|535988
198508|701|Virtus Tactical Allocation Fund|53291|535988
198509|701|Corporate Capital Trust|41307|535988
198510|701|Columbia Money Market Fund|29044|535988
198511|701|FS Investment Corp|41093|535988
198512|701|Columbia Intermediate Bond Fund A|84820|535988
198513|701|Columbia Capital Allocation Fund|29909|535988
198514|701|Columbia Tax-Exempt Fund C|68378|535988
198515|705|Other Investments Total Cost||535988
198516|706|Other Investments Total Book Value||535988
198517|703|Marketable Securities Total Cost||535992
198518|704|Marketable Securities Total BookValue||535992
198519|705|Other Investments Total Cost||535992
198520|706|Other Investments Total Book Value||535992
198521|703|Marketable Securities Total Cost|0|535993
198522|704|Marketable Securities Total BookValue|0|535993
198523|705|Other Investments Total Cost||535993
198524|706|Other Investments Total Book Value||535993
198525|703|Marketable Securities Total Cost|12981|535995
198526|704|Marketable Securities Total BookValue|16776|535995
198527|701|American Fundamental Investors|16776|535995
198528|705|Other Investments Total Cost||535995
198529|706|Other Investments Total Book Value||535995
198532|705|Other Investments Total Cost|64205|535996
198530|703|Marketable Securities Total Cost||535996
198531|704|Marketable Securities Total BookValue||535996
198533|706|Other Investments Total Book Value|133851|535996
198534|702|Union Bank and Trust Stock|110079|535996
198535|702|St. Paul Labor Temple|23772|535996
198536|703|Marketable Securities Total Cost|1500|535999
198537|704|Marketable Securities Total BookValue|1500|535999
198538|705|Other Investments Total Cost||535999
198539|706|Other Investments Total Book Value||535999
198540|703|Marketable Securities Total Cost||536000
198541|704|Marketable Securities Total BookValue||536000
198542|705|Other Investments Total Cost|3000|536000
198543|706|Other Investments Total Book Value|3000|536000
198550|703|Marketable Securities Total Cost|385401|536003
198551|704|Marketable Securities Total BookValue|439344|536003
198552|701|FRANKLIN FEDERAL INTER-TERM TAX-FREE INCOME FUND|57687|536003
198553|701|FRANKLIN MONEY FUND CL A|49983|536003
198554|701|MFS HIGH YIELD OPPORTUNITIES FUND CL A|66720|536003
198555|701|MFS RESEARCH BOND FUND CL A|56901|536003
198556|701|TEMPLETON GLOBAL BOND FUND CL A|55579|536003
198557|705|Other Investments Total Cost|154903|536003
198558|706|Other Investments Total Book Value|157901|536003
198559|702|AFL-CIO HOUSING INVESTMENT TRUST|157901|536003
198560|703|Marketable Securities Total Cost||536004
198561|704|Marketable Securities Total BookValue||536004
198562|705|Other Investments Total Cost||536004
198563|706|Other Investments Total Book Value||536004
198564|703|Marketable Securities Total Cost|837978|536005
198565|704|Marketable Securities Total BookValue|837978|536005
198566|701|EDWARD JONES INVESTMENTS|837978|536005
198567|705|Other Investments Total Cost||536005
198568|706|Other Investments Total Book Value||536005
198569|703|Marketable Securities Total Cost||536008
198570|704|Marketable Securities Total BookValue||536008
198571|705|Other Investments Total Cost||536008
198572|706|Other Investments Total Book Value||536008
198573|703|Marketable Securities Total Cost||536009
198574|704|Marketable Securities Total BookValue||536009
198575|705|Other Investments Total Cost||536009
198576|706|Other Investments Total Book Value||536009
198581|703|Marketable Securities Total Cost|221982|536521
198582|704|Marketable Securities Total BookValue|221069|536521
198583|701|Dodge and Cox Income Fund|30570|536521
198584|701|Federated Short Term Income Fund|11476|536521
198585|701|JP Morgan Core Bond Fund|33894|536521
198586|701|Pimco Total Return Fund|29934|536521
198587|701|JP Morgan US Large Cap Core Plus Fund|17826|536521
198588|701|MFS Research Fund|17844|536521
198589|705|Other Investments Total Cost||536521
198590|706|Other Investments Total Book Value||536521
198591|703|Marketable Securities Total Cost||536528
198592|704|Marketable Securities Total BookValue||536528
198593|705|Other Investments Total Cost||536528
198594|706|Other Investments Total Book Value||536528
198609|703|Marketable Securities Total Cost|202835|536549
198610|704|Marketable Securities Total BookValue|202835|536549
198611|705|Other Investments Total Cost|2290128|536549
198612|706|Other Investments Total Book Value|2290128|536549
198613|703|Marketable Securities Total Cost|0|536576
198614|704|Marketable Securities Total BookValue|0|536576
198615|705|Other Investments Total Cost|0|536576
198616|706|Other Investments Total Book Value|0|536576
198617|703|Marketable Securities Total Cost||536606
198618|704|Marketable Securities Total BookValue|6032|536606
198619|701|PSE&G COmmon stock|6032|536606
198620|705|Other Investments Total Cost||536606
198621|706|Other Investments Total Book Value||536606
198622|703|Marketable Securities Total Cost|260422|536609
198623|704|Marketable Securities Total BookValue|250938|536609
198624|701|FT SR LN & LTD DUR C/E SERIES 22 2-19-15|125529|536609
198625|701|MFS CONSERVATIVE ALLOCATION A|125408|536609
198626|705|Other Investments Total Cost||536609
198627|706|Other Investments Total Book Value||536609
198628|703|Marketable Securities Total Cost|1000002|536610
198629|704|Marketable Securities Total BookValue|1007011|536610
198630|701|Lord Abbett Short Duration Income Fund|701535|536610
198631|701|iShares Trust Core S&P Mid-Cap|98416|536610
198632|701|iShares Morningstar Small-Cap Value|103729|536610
198633|701|Powershares FTSE RAFI|102749|536610
198634|705|Other Investments Total Cost||536610
198635|706|Other Investments Total Book Value||536610
198636|703|Marketable Securities Total Cost||536612
198637|704|Marketable Securities Total BookValue||536612
198638|705|Other Investments Total Cost||536612
198639|706|Other Investments Total Book Value||536612
198644|703|Marketable Securities Total Cost|896890|536625
198645|704|Marketable Securities Total BookValue|896890|536625
198646|701|FPA Crescent Fund|94622|536625
198647|701|IVY Asset Strategy|56709|536625
198648|701|Ishares US Real Estate|53147|536625
198649|701|Franklin Templeton Mutual Global Discovery|62215|536625
198650|701|Templeton Global Balanced Fund|50340|536625
198651|701|Templeton Global Total Return Fund|69330|536625
198652|705|Other Investments Total Cost||536625
198653|706|Other Investments Total Book Value||536625
198659|703|Marketable Securities Total Cost||536631
198660|704|Marketable Securities Total BookValue||536631
198661|705|Other Investments Total Cost||536631
198662|706|Other Investments Total Book Value||536631
198663|703|Marketable Securities Total Cost|0|536651
198664|704|Marketable Securities Total BookValue|0|536651
198665|701|None|0|536651
198666|705|Other Investments Total Cost|0|536651
198667|706|Other Investments Total Book Value|0|536651
198668|702|None|0|536651
198669|703|Marketable Securities Total Cost|267165|536656
198670|704|Marketable Securities Total BookValue|119593|536656
198671|701|FIFTH THIRD BANCORP|119593|536656
198672|705|Other Investments Total Cost|1082100|536656
198673|706|Other Investments Total Book Value|1082100|536656
198674|702|CORPORATE BONDS - 90,000 RDV FIN LLC|90000|536656
198675|702|CORPORATE BONDS - 572,100 HARLAN DEV & SCOTT|572100|536656
198676|702|CORPORATE BONDS - 420,000 LOUISVILLE & JEFFERSON |420000|536656
198677|703|Marketable Securities Total Cost|0|536662
198678|704|Marketable Securities Total BookValue|0|536662
198679|701|N/A|0|536662
198680|705|Other Investments Total Cost|0|536662
198681|706|Other Investments Total Book Value|0|536662
198682|702|N/A|0|536662
198683|703|Marketable Securities Total Cost||536666
198684|704|Marketable Securities Total BookValue||536666
198685|705|Other Investments Total Cost|2500|536666
198686|706|Other Investments Total Book Value|2500|536666
198687|703|Marketable Securities Total Cost|125658|536686
198688|704|Marketable Securities Total BookValue|293903|536686
198689|701|MUTUAL FUNDS|293903|536686
198690|705|Other Investments Total Cost||536686
198691|706|Other Investments Total Book Value||536686
198692|703|Marketable Securities Total Cost||536731
198693|704|Marketable Securities Total BookValue||536731
198694|705|Other Investments Total Cost||536731
198695|706|Other Investments Total Book Value||536731
198700|703|Marketable Securities Total Cost|0|536749
198701|704|Marketable Securities Total BookValue|0|536749
198702|705|Other Investments Total Cost|0|536749
198703|706|Other Investments Total Book Value|0|536749
198704|703|Marketable Securities Total Cost|3657|536750
198705|704|Marketable Securities Total BookValue|3658|536750
198706|705|Other Investments Total Cost||536750
198707|706|Other Investments Total Book Value||536750
198708|703|Marketable Securities Total Cost|304999|536751
198709|704|Marketable Securities Total BookValue|304999|536751
198710|701|AFL CIO Housing Investment Trust|304999|536751
198711|705|Other Investments Total Cost||536751
198712|706|Other Investments Total Book Value||536751
198713|703|Marketable Securities Total Cost||536753
198714|704|Marketable Securities Total BookValue||536753
198715|701|0|0|536753
198716|705|Other Investments Total Cost||536753
198717|706|Other Investments Total Book Value||536753
198718|702|0|0|536753
198719|703|Marketable Securities Total Cost||536755
198720|704|Marketable Securities Total BookValue||536755
198721|705|Other Investments Total Cost|1084006|536755
198722|706|Other Investments Total Book Value|1084006|536755
198723|702|Investment in IBPAT 159/PDCA, LLC|1084006|536755
198724|703|Marketable Securities Total Cost||536756
198725|704|Marketable Securities Total BookValue||536756
198726|705|Other Investments Total Cost|163538|536756
198727|706|Other Investments Total Book Value|163538|536756
