OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
387660|1201|ORGANIZING|2012-11-20|6000|1386551|534465
387661|1201|Steward Training Funds|2012-11-16|15442|1386577|534481
387662|1201|Promoting Rural Carrier Auto Insurance Auto Insura|2013-04-17|7454|1386578|534481
387663|1201|REAL ESTATE TAX REFUND|2013-06-30|15545|1386620|534494
387664|1201|Salary reimbursement|2012-09-19|6667|1386651|534501
387665|1201|Salary reimbursement|2012-10-10|6667|1386651|534501
387666|1201|Salary reimbursement|2012-10-30|6667|1386651|534501
387667|1201|Salary reimbursement|2012-12-12|6667|1386651|534501
387668|1201|Salary reimbursement|2013-02-06|6666|1386651|534501
387669|1201|Salary reimbursement|2013-02-06|6666|1386651|534501
387670|1201|TRAINING REIMBURSEMENT|2012-07-19|8686|1386688|534534
387671|1201|TRAINING REIMBURSEMENT|2012-08-15|14941|1386688|534534
387672|1201|TRAINING REIMBURSEMENT|2012-09-28|7621|1386688|534534
387673|1201|TRAINING REIMBURSEMENT|2012-10-31|11350|1386688|534534
387674|1201|TRAINING REIMBURSEMENT|2012-12-14|11152|1386688|534534
387675|1201|TRAINING REIMBURSEMENT|2013-01-16|14076|1386688|534534
387676|1201|TRAINING REIMBURSEMENT|2013-02-23|6170|1386688|534534
387677|1201|TRAINING REIMBURSEMENT|2013-04-30|9439|1386688|534534
387678|1201|TRAINING REIMBURSEMENT|2013-06-14|8074|1386688|534534
387679|1201|TRAINING REIMBURSEMENT|2012-11-16|5486|1386699|534534
387680|1201|TRAINING REIMBURSEMENT|2013-03-25|6333|1386699|534534
387681|1201|TRAINING REIMBURSEMENT|2013-04-16|5283|1386699|534534
387682|1201|SETTLEMENT|2013-06-13|87500|1386701|534534
387683|1201|PROMOTE GMAC INS|2013-06-29|11927|1386702|534561
387684|1201|OFFICE FUND EXPENSE REIMBURSEMENT|2012-12-18|5014|1386708|534565
387685|1201|OFFICE FUND EXPENSE REIMBURSEMENT|2013-01-15|5074|1386708|534565
387686|1201|OFFICE FUND EXPENSE REIMBURSEMENT|2013-04-16|9258|1386708|534565
387687|1201|DUES CKO SUBSIDY|2012-08-29|6867|1386710|534565
387688|1201|DUES CKO SUBSIDY|2012-12-03|7577|1386710|534565
387689|1201|DUES CKO SUBSIDY|2013-02-25|8104|1386710|534565
387690|1201|DUES CKO SUBSIDY|2013-06-03|8582|1386710|534565
387691|1201|DUES CHECK-OFF|2012-08-30|8083|1386716|534567
387692|1201|DUES CHECK-OFF|2012-11-28|8857|1386716|534567
387693|1201|DUES CHECK-OFF|2013-02-28|9356|1386716|534567
387694|1201|DUES CHECK-OFF|2013-06-03|9852|1386716|534567
387695|1201|REFUND ADMIN EXPENSES|2013-03-07|27000|1386716|534567
387696|1201|REFUND ADMIN EXPENSES|2013-06-03|27000|1386716|534567
387697|1201|DUES CHECK-OFF PAYMENT|2012-08-29|11352|1386718|534568
387698|1201|DUES CHECK-OFF PAYMENT|2012-11-30|12422|1386718|534568
387699|1201|DUES CHECK-OFF PAYMENT|2013-02-28|13014|1386718|534568
387700|1201|DUES CHECK-OFF PAYMENT|2013-06-04|13910|1386718|534568
387701|1201|REFUND OF SUPPLEMENTAL TAX|2013-03-05|5271|1386737|534570
387702|1201|FLOOD DAMAGE CLAIM|2012-09-14|13059|1386746|534571
387710|1201|Salary & Benefits Reimbursement|2013-03-21|6130|1386755|534576
387703|1201|Salary & Benefits Reimbursement|2012-07-19|18793|1386755|534576
387704|1201|Salary & Benefits Reimbursement|2012-08-20|6097|1386755|534576
387705|1201|Salary & Benefits Reimbursement|2012-09-11|6097|1386755|534576
387706|1201|Salary & Benefits Reimbursement|2012-10-31|6097|1386755|534576
387707|1201|Salary & Benefits Reimbursement|2012-12-19|12209|1386755|534576
387708|1201|Salary & Benefits Reimbursement|2013-01-22|6157|1386755|534576
387709|1201|Salary & Benefits Reimbursement|2013-03-01|6130|1386755|534576
387711|1201|Salary & Benefits Reimbursement|2013-04-25|6714|1386755|534576
387712|1201|Salary & Benefits Reimbursement|2013-05-13|7349|1386755|534576
387713|1201|Salary & Benefits Reimbursement|2013-06-17|6870|1386755|534576
387714|1201|Fine|2012-08-07|13933|1386804|534591
387715|1201|MEMBERSHIP ORG.|2012-11-02|6000|1386832|534601
387716|1201|MEMBERSHIP ORG|2012-11-13|9100|1386832|534601
387717|1201|REIMB. FOR COMMON ARC TESTING EXPENSE|2012-11-02|7073|1386855|534609
387718|1201|REIMB. FOR COMMON ARC TESTING EXPENSE|2013-04-12|6537|1386855|534609
387719|1201|REIMBURSEMENT FOR ARSC TRAINING|2012-08-24|7500|1386856|534609
387720|1201|REIMBURSEMENT FOR ARSC TRAINING|2013-03-28|15000|1386856|534609
387721|1201|REIMB. FOR SUPPLEMENTAL RIGGING TRAINING|2012-12-28|5675|1386857|534609
387722|1201|REIMB. FOR SCAFFOLD CLASS|2013-04-12|6216|1386857|534609
387723|1201|REIMB. FOR SUPPLEMENTAL RIGGING TRAINING|2013-06-07|5292|1386857|534609
387724|1201|REIMB. FOR SHARED ADMINISTRATIVE EXPENSES|2012-07-20|6542|1386858|534609
387725|1201|REIMB. FOR SHARED ADMINISTRATIVE EXPENSES|2012-10-23|5138|1386858|534609
387726|1201|REIMB. FOR SHARED ADMINISTRATIVE EXPENSES|2013-01-18|5520|1386858|534609
387727|1201|Clerical Services|2012-10-05|5029|1386907|534612
387728|1201|Clerical Services|2012-11-05|5784|1386907|534612
387729|1201|Clerical Services|2012-12-05|5258|1386907|534612
387730|1201|Clerical Services|2013-01-05|6304|1386907|534612
387731|1201|Clerical Services|2013-02-05|5784|1386907|534612
387732|1201|Clerical Services|2013-03-05|5030|1386907|534612
387733|1201|Clerical Services|2013-04-05|5281|1386907|534612
387734|1201|Clerical Services|2013-05-05|5533|1386907|534612
387735|1201|Clerical Services|2013-06-05|5784|1386907|534612
387736|1201|Clerical Services|2012-07-05|5254|1386907|534612
387737|1201|Clerical Services|2012-08-05|5161|1386907|534612
387738|1201|Clerical Services|2012-09-05|5784|1386907|534612
387739|1201|Admin Fee|2012-12-28|6000|1386914|534612
387740|1201|Clerical Services|2012-12-05|5596|1386915|534612
387741|1201|Clerical Services|2013-02-06|5144|1386915|534612
387742|1201|Organizing Subsidy|2012-11-08|9598|1386916|534612
387743|1201|Organizing Subsidy|2012-12-11|9598|1386916|534612
387744|1201|Organizing Subsidy|2013-01-10|9674|1386916|534612
387745|1201|Organizing Subsidy|2012-07-10|9598|1386916|534612
387746|1201|Organizing Subsidy|2012-08-09|9598|1386916|534612
387747|1201|Organizing Subsidy|2012-09-06|9598|1386916|534612
387748|1201|Organizing Subsidy|2012-10-04|9598|1386916|534612
387749|1201|Organizing Subsidy|2013-02-05|9674|1386916|534612
387750|1201|Organizing Subsidy|2013-03-07|9674|1386916|534612
387751|1201|Organizing Subsidy|2013-04-04|9674|1386916|534612
387752|1201|Organizing Subsidy|2013-05-07|9674|1386916|534612
387753|1201|Organizing Subsidy|2013-06-06|9674|1386916|534612
387754|1201|Closure Funds|2013-02-04|7429|1386922|534614
387755|1201|Closure Funds|2012-08-13|6062|1386923|534614
387756|1201|Closure Funds|2013-05-22|6361|1386924|534614
387757|1201|Closure Funds|2013-02-28|1000000|1386925|534614
387758|1201|Closure Funds|2013-03-18|88000|1386925|534614
387759|1201|Closure Funds|2012-10-10|226547|1386926|534614
387760|1201|Closure Funds|2012-10-10|55282|1386926|534614
387761|1201|Closure Funds|2013-02-21|23350|1386927|534614
387762|1201|Closure Funds|2012-10-08|54307|1386934|534614
387763|1201|Settlement Funds|2012-12-17|5983|1386935|534614
387764|1201|Settlement Funds|2012-12-17|7009|1386935|534614
387765|1201|Organizing Grant|2012-07-11|295624|1386936|534614
387766|1201|Org Grant- Detroit|2012-07-11|93750|1386936|534614
387767|1201|Organizing Grant|2012-10-18|295624|1386936|534614
387768|1201|Org Grant- Detroit|2012-10-18|93750|1386936|534614
387769|1201|Organizing Grant|2013-02-25|250059|1386936|534614
387770|1201|Org Grant- Detroit|2013-02-25|46875|1386936|534614
387771|1201|Organizing Grant|2013-04-15|250059|1386936|534614
387772|1201|Org Grant- Detroit|2013-04-15|46875|1386936|534614
387773|1201|STEWARD TRAINING DUES|2012-07-27|8552|1386966|534618
387774|1201|Reimbursement for wages & expenses|2012-10-31|23677|1387003|534642
387775|1201|Reimbursement for wages & expenses|2012-11-30|23677|1387003|534642
387776|1201|Reimbursement for wages & expenses|2013-04-30|23846|1387003|534642
387777|1201|Reimbursement for wages & expenses|2013-05-31|8073|1387003|534642
387778|1201|CLOSING OF CARP 340|2012-07-20|10890|1387009|534643
387779|1201|Refund|2012-11-26|67922|1387039|534661
387780|1201|Refund|2013-05-15|18789|1387039|534661
387781|1201|FINANCIAL ASSISTANCE|2012-07-16|16000|1387059|534662
387782|1201|SAME.|2012-08-07|16000|1387059|534662
387783|1201|SAME.|2012-09-05|16000|1387059|534662
387784|1201|SAME.|2012-10-16|16000|1387059|534662
387785|1201|SAME.|2012-11-06|16000|1387059|534662
387786|1201|SAME.|2012-12-17|16000|1387059|534662
387787|1201|SAME.|2013-01-22|16000|1387059|534662
387788|1201|SAME.|2013-02-11|16000|1387059|534662
387789|1201|SAME.|2013-03-04|16000|1387059|534662
387790|1201|SAME.|2013-04-08|16000|1387059|534662
387791|1201|SAME.|2013-05-06|16000|1387059|534662
387792|1201|SAME.|2013-06-03|16000|1387059|534662
387793|1201|REIMB OF OVERPAYMENT OF BENEFITS|2012-08-20|30684|1387092|534682
387794|1201|SETTLEMENT AGREEMENT|2012-09-11|20000|1387093|534682
387795|1201|SETTLEMENT AGREEMENT|2012-11-06|17271|1387094|534682
387796|1201|SETTLEMENT AGREEMENT|2012-10-25|34759|1387095|534682
387797|1201|REIMB FOR CONVENTION EXPENSES|2012-11-01|9949|1387096|534682
387798|1201|REIMBURSEMENT FOR MATERIALS|2012-07-19|5688|1387100|534682
387799|1201|REIMB OF SALARY & BENEFITS|2012-07-19|14103|1387105|534682
387800|1201|REIMB OF SALARY & BENEFITS|2012-08-22|14103|1387105|534682
387801|1201|REIMB OF SALARY & BENEFITS|2012-09-17|17629|1387105|534682
387802|1201|REIMB OF SALARY & BENEFITS|2012-10-16|14103|1387105|534682
387803|1201|REIMB OF SALARY & BENEFITS|2012-11-14|17629|1387105|534682
387804|1201|REIMB OF SALARY & BENEFITS|2012-12-19|14104|1387105|534682
387805|1201|REIMB OF SALARY & BENEFITS|2013-01-16|14104|1387105|534682
387806|1201|REIMB OF SALARY & BENEFITS|2013-03-21|31733|1387105|534682
387807|1201|REIMB OF SALARY & BENEFITS|2013-04-25|14103|1387105|534682
387808|1201|REIMB OF SALARY & BENEFITS|2013-05-14|14104|1387105|534682
387809|1201|REIMB OF SALARY & BENEFITS|2013-06-17|17891|1387105|534682
387810|1201|REIMB OF SALARY & BENEFITS|2012-07-17|6349|1387106|534682
387811|1201|REIMB OF SALARY & BENEFITS|2012-08-02|6222|1387106|534682
387812|1201|REIMB OF SALARY & BENEFITS|2012-09-07|5603|1387106|534682
387813|1201|REIMB OF SALARY & BENEFITS|2012-10-02|6738|1387106|534682
387814|1201|REIMB OF SALARY & BENEFITS|2012-11-14|6273|1387106|534682
387815|1201|REIMB OF SALARY & BENEFITS|2012-12-06|6744|1387106|534682
387816|1201|REIMB OF SALARY & BENEFITS|2013-02-13|11756|1387106|534682
387817|1201|REIMB OF SALARY & BENEFITS|2013-03-20|8159|1387106|534682
387818|1201|REIMB OF SALARY & BENEFITS|2013-04-16|6687|1387106|534682
387819|1201|REIMB OF SALARY & BENEFITS|2013-05-06|8577|1387106|534682
387820|1201|REIMB OF SALARY & BENEFITS|2013-06-07|5825|1387106|534682
387821|1201|REIMB OF SALARY & BENEFITS|2012-08-15|32349|1387107|534682
387822|1201|REIMB OF SALARY & BENEFITS|2012-08-31|14557|1387107|534682
387823|1201|REIMB OF SALARY & BENEFITS|2012-09-12|7279|1387107|534682
387824|1201|REIMB OF SALARY & BENEFITS|2012-11-14|16377|1387107|534682
387825|1201|REIMB OF SALARY & BENEFITS|2012-12-27|7279|1387107|534682
387826|1201|REIMB OF SALARY & BENEFITS|2013-02-13|16377|1387107|534682
387827|1201|REIMB OF SALARY & BENEFITS|2013-03-20|7279|1387107|534682
387828|1201|REIMB OF SALARY & BENEFITS|2013-04-16|7279|1387107|534682
387829|1201|REIMB OF SALARY & BENEFITS|2013-05-31|9215|1387107|534682
387830|1201|REIMB OF SALARY & BENEFITS|2012-08-17|32888|1387108|534682
387831|1201|REIMB OF SALARY & BENEFITS|2012-09-10|7390|1387108|534682
387832|1201|REIMB OF SALARY & BENEFITS|2012-10-01|7389|1387108|534682
387833|1201|REIMB OF SALARY & BENEFITS|2012-11-20|9237|1387108|534682
387834|1201|REIMB OF SALARY & BENEFITS|2012-12-14|7389|1387108|534682
387835|1201|REIMB OF SALARY & BENEFITS|2013-02-13|9237|1387108|534682
387836|1201|REIMB OF SALARY & BENEFITS|2013-03-20|14779|1387108|534682
387837|1201|REIMB OF SALARY & BENEFITS|2013-04-16|7389|1387108|534682
387838|1201|REIMB OF SALARY & BENEFITS|2013-05-29|9421|1387108|534682
387839|1201|REIMB OF SALARY & BENEFITS|2013-06-04|7537|1387108|534682
387840|1201|SETTLEMENT AGREEMENT|2012-11-20|35000|1387109|534682
387841|1201|SETTLEMENT AGREEMENT|2012-12-27|50000|1387110|534682
387842|1201|SETTLEMENT AGREEMENT|2013-04-16|25000|1387110|534682
387843|1201|SETTLEMENT AGREEMENT|2012-08-16|21477|1387112|534682
387844|1201|SETTLEMENT AGREEMENT|2013-05-14|17705|1387113|534682
387845|1201|REIMBURSEMENT OF ESCROW|2013-04-19|265664|1387114|534682
387846|1201|AUTO ACCIDENTS INSURANCE REIMB.|2012-10-01|13457|1387115|534682
387847|1201|AUTO ACCIDENTS INSURANCE REIMB.|2012-11-14|16496|1387115|534682
387848|1201|AUTO ACCIDENTS INSURANCE REIMB.|2012-12-19|7257|1387115|534682
387849|1201|AUTO ACCIDENTS INSURANCE REIMB.|2013-02-14|11479|1387115|534682
387850|1201|Organizer reimbursement|2012-10-18|14096|1387197|534683
387851|1201|TAX REIMBURSEMENT|2012-11-01|6187|1387240|534691
387852|1201|ORGANIZER GRANT|2013-05-30|10000|1387280|534701
387853|1201|ORGANIZER GRANT|2013-06-26|10000|1387280|534701
387854|1201|ORGANIZER GRANT|2012-07-20|10000|1387281|534701
387855|1201|ORGANIZER GRANT|2012-08-28|10000|1387281|534701
387856|1201|ORGANIZER GRANT|2012-09-27|10000|1387281|534701
387857|1201|ORGANIZER GRANT|2012-10-29|10000|1387281|534701
387858|1201|ORGANIZER GRANT|2012-11-30|10000|1387281|534701
387859|1201|ORGANIZER GRANT|2013-01-04|10000|1387281|534701
387860|1201|ORGANIZER GRANT|2013-01-25|10000|1387281|534701
387861|1201|ORGANIZER GRANT|2013-02-25|10000|1387281|534701
387862|1201|ORGANIZER GRANT|2013-03-27|10000|1387281|534701
387863|1201|ORGANIZER GRANT|2013-05-06|10000|1387281|534701
387864|1201|LEGAL FEE REIMBURSEMENT|2013-05-31|7118|1387282|534701
387865|1201|SALARY REIMBURSEMENT|2012-07-27|7627|1387306|534702
387866|1201|SALARY REIMBURSEMENT|2012-08-10|7627|1387306|534702
387867|1201|SALARY REIMBURSMENT|2012-09-19|6465|1387306|534702
387868|1201|SALARY REIMBURSEMENT|2012-09-19|7950|1387306|534702
387869|1201|SALARY REIMBURSEMENT|2012-10-15|7950|1387306|534702
387870|1201|SALARY REIMBURSEMENT|2012-11-19|7950|1387306|534702
387871|1201|SALARY REIMBURSEMENT|2012-12-18|7950|1387306|534702
387872|1201|SALARY REIMBURSEMENT|2013-01-14|7950|1387306|534702
387873|1201|SALARY REIMBURSEMENT|2013-02-19|7950|1387306|534702
387874|1201|SALARY REIMBURSEMENT|2013-03-09|7950|1387306|534702
387875|1201|SALARY REIMBURSEMENT|2013-04-16|7950|1387306|534702
387876|1201|SALARY REIMBURSEMENT|2013-05-15|7950|1387306|534702
387877|1201|SALARY REIMBURSEMENT|2013-06-07|7950|1387306|534702
387878|1201|SALARY REIMBURSEMENT|2012-07-03|7946|1387309|534702
387879|1201|SALARY REIMBURSEMENT|2012-08-06|7946|1387309|534702
387880|1201|SALARY REIMBURSEMENT|2012-09-04|8693|1387309|534702
387881|1201|SALARY REIMBURSEMENT|2012-09-19|14934|1387309|534702
387882|1201|SALARY REIMBURSEMENT|2012-10-05|8693|1387309|534702
387883|1201|SALARY REIMBURSEMENT|2012-11-05|8693|1387309|534702
387884|1201|SALARY REIMBURSEMENT|2012-12-05|8693|1387309|534702
387885|1201|SALARY REIMBURSEMENT|2013-01-03|8693|1387309|534702
387886|1201|SALARY REIMBURSEMENT|2013-02-04|8693|1387309|534702
387887|1201|SALARY REIMBURSEMENT|2013-03-04|8693|1387309|534702
387888|1201|SALARY REIMBURSEMENT|2013-04-02|8693|1387309|534702
387889|1201|SALARY REIMBURSEMENT|2013-05-01|8693|1387309|534702
387890|1201|SALARY REIMBURSEMENT|2013-06-04|8693|1387309|534702
387891|1201|COMPUTER EXPENSE REIMBURSEMENT|2013-04-24|8954|1387309|534702
387892|1201|COMPUTER EXPENSE REIMBURSEMENT|2013-05-15|8954|1387309|534702
387893|1201|STARTUP MONEY|2013-02-05|300000|1387314|534703
387894|1201|STARTUP MONEY|2013-02-01|300000|1387315|534703
387895|1201|STARTUP MONEY|2013-02-05|214036|1387316|534703
387896|1201|STARTUP MONEY|2013-02-12|85964|1387316|534703
387899|1201|REIMBURSE EXPENSES|2013-01-17|8659|1387333|534705
387900|1201|REIMBURSE EXPENSES|2013-04-12|14097|1387333|534705
387901|1201|DUES CHECKOFF REBATE|2012-09-14|8136|1387334|534706
387902|1201|DUES CHECKOFF REBATE|2012-12-07|9074|1387334|534706
387903|1201|DUES CHECKOFF REBATE|2013-03-01|9271|1387334|534706
387904|1201|DUES CHECKOFF REBATE|2013-06-07|9865|1387334|534706
387905|1201|REIMBURSE EXPENSES|2012-08-06|7905|1387364|534711
387906|1201|REIMBURSE EXPENSES|2013-05-28|7296|1387364|534711
387907|1201|REIMBURSE EXPENSES|2013-06-17|16204|1387364|534711
387908|1201|SUBSIDY|2012-08-14|75000|1387364|534711
387909|1201|SUBSIDY|2012-10-15|150000|1387364|534711
387910|1201|REIMBURSEMENT|2013-06-24|12601|1387384|534714
387911|1201|REIMBURSEMENT|2012-08-06|12378|1387384|534714
387912|1201|REIMBURSEMENT|2012-12-10|12378|1387384|534714
387913|1201|REIMBURSEMENT|2012-12-24|12378|1387384|534714
387914|1201|JOHN K THOMPSON SEVERANCE|2012-08-20|13250|1387410|534717
387915|1201|Project Share|2012-07-23|9000|1387456|534741
387916|1201|Grant|2012-07-05|8981|1387458|534741
387917|1201|Grant|2012-07-30|56877|1387458|534741
387918|1201|Salary-Benefits Expense Reimbursement|2012-07-30|8425|1387458|534741
387919|1201|Grant|2012-08-02|8981|1387458|534741
387920|1201|Grant|2012-08-08|12039|1387458|534741
387921|1201|Grant|2012-10-03|7646|1387458|534741
387922|1201|Grant|2012-12-04|7646|1387458|534741
387923|1201|Political Expense Reimbursement|2012-12-17|11125|1387458|534741
387924|1201|Grant|2013-01-03|7646|1387458|534741
387925|1201|Grant|2013-01-08|12039|1387458|534741
387926|1201|Salary-Benefits Expense Reimbursement|2013-01-31|12723|1387458|534741
387927|1201|Grant|2013-02-04|7646|1387458|534741
387928|1201|Grant/Salary-Benefits Exp Reimbursement|2013-02-05|7336|1387458|534741
387929|1201|Salary-Benefits Expense Reimbursement|2013-02-21|12539|1387458|534741
387930|1201|Grant|2013-03-04|7646|1387458|534741
387931|1201|Salary-Benefits Expense Reimbursement|2013-03-19|12806|1387458|534741
387932|1201|Legal Expense Reimbursement|2013-03-27|27250|1387458|534741
387933|1201|Grant|2013-04-02|7646|1387458|534741
387934|1201|Salary-Benefits Expense Reimbursement|2013-04-26|12188|1387458|534741
387935|1201|Grant|2013-04-26|12039|1387458|534741
387936|1201|Grant|2013-05-02|7646|1387458|534741
387937|1201|Organizing Campaign Reimbursement|2013-05-24|14171|1387458|534741
387938|1201|Per Capita Rebate|2013-05-24|5142|1387458|534741
387939|1201|Grant|2013-06-04|7646|1387458|534741
387940|1201|Grant|2012-10-26|6812|1387458|534741
387941|1201|Legal Expense Reimbursement|2012-10-29|18927|1387458|534741
387942|1201|Grant|2012-11-02|7646|1387458|534741
387943|1201|Grant|2012-11-06|12039|1387458|534741
387944|1201|Per Capita Rebate|2012-12-03|5838|1387458|534741
387945|1201|Insurance Commission|2013-02-20|9100|1387459|534741
387946|1201|Health Insurance Reimbursement|2012-08-09|5958|1387461|534741
387947|1201|Health Insurance Reimbursement|2012-09-12|5958|1387461|534741
387948|1201|Health Insurance Reimbursement|2013-06-12|7289|1387461|534741
387949|1201|Health Insurance Reimbursement|2012-10-10|5958|1387461|534741
387950|1201|Health Insurance Reimbursement|2012-11-09|5958|1387461|534741
387951|1201|Health Insurance Reimbursement|2012-12-07|5958|1387461|534741
387952|1201|Health Insurance Reimbursement|2013-01-09|5958|1387461|534741
387953|1201|Health Insurance Reimbursement|2013-02-08|5958|1387461|534741
387954|1201|Health Insurance Reimbursement|2013-03-08|5958|1387461|534741
387955|1201|Health Insurance Reimbursement|2013-04-02|5958|1387461|534741
387956|1201|Health Insurance Reimbursement|2013-05-08|5958|1387461|534741
387959|1201|REIMBURSEMENT FOR WAGES AND BENEFITS|2013-05-01|9594|1387526|534753
387957|1201|INSURANCE CLAIM|2012-09-05|11025|1387499|534753
387958|1201|REIMBURSEMENT FOR WAGES AND BENEFITS|2012-07-25|8942|1387526|534753
387960|1201|REIMBURSEMENT FOR WAGES AND BENEFITS|2013-05-24|13351|1387526|534753
387961|1201|REIMBURSEMENT FOR WAGES AND BENEFITS|2013-06-19|8442|1387526|534753
387962|1201|INSURANCE REFUND|2012-10-15|15947|1387527|534753
387963|1201|INSURANCE REFUND|2012-12-12|8136|1387527|534753
387964|1201|Funds Transferred to District Council - Bldg Purch|2013-03-20|250000|1387563|534757
387965|1201|Funds Transferred to District Council - Bldg Purch|2013-03-13|250000|1387564|534757
387966|1201|Funds Transferred to District Council - Bldg Purch|2013-03-18|700000|1387564|534757
387967|1201|Funds Transferred to District Council - Bldg Purch|2013-03-13|550000|1387565|534757
387968|1201|Funds Transferred to District Council - Organizers|2012-12-28|256742|1387566|534757
387969|1201|Reimbursement of Organizing Expenses|2012-07-13|19463|1387570|534757
387970|1201|Reimbursement of Market Recovery|2012-08-16|21060|1387570|534757
387971|1201|Reimbursement of Organizing Expenses|2012-08-17|19463|1387570|534757
387972|1201|Reimbursement of Organizing Expenses|2012-09-28|19463|1387570|534757
387973|1201|Reimbursement of Organizing Expenses|2012-10-19|19463|1387570|534757
387974|1201|Reimbursement of Organizing Expenses|2012-12-07|19463|1387570|534757
387975|1201|Reimbursement of Organizing Expenses|2012-12-12|19463|1387570|534757
387976|1201|Reimbursement of Organizing Expenses|2013-04-09|92159|1387570|534757
387977|1201|Reimbursement of Organizing Expenses|2013-05-15|23040|1387570|534757
387978|1201|Reimbursement of Organizing Expenses|2013-06-13|23040|1387570|534757
387979|1201|LMCI for Solar Power Intl 2012 Tradeshow reimb|2012-09-21|40000|1387571|534757
387980|1201|Hiring Unemployed Workers - GOTV|2012-12-28|6300|1387572|534757
387981|1201|Reimbursement for two Employees Special Assignment|2013-02-13|45445|1387572|534757
387982|1201|Reimbursement for two Employees Special Assignment|2013-02-13|44191|1387572|534757
387983|1201|VAC member to member reimb|2013-04-19|8200|1387572|534757
387984|1201|PATCH 2012 REFUND FOR EXPENSES|2012-10-08|56857|1387573|534757
387985|1201|Insurance Refund|2013-04-19|5766|1387574|534757
387986|1201|Legal Settlement|2012-07-05|262750|1387575|534757
387987|1201|Legal Settlement|2012-07-13|91538|1387575|534757
387988|1201|Legal Settlement|2012-07-19|88670|1387575|534757
387989|1201|SUBSIDY|2012-07-02|300000|1387592|534760
387990|1201|REIMBURSED EXPENSE|2012-09-11|230000|1387605|534761
387991|1201|REIMBURSED EXPENSE|2013-03-01|40000|1387605|534761
387992|1201|PROMOTION OF INSURANCE|2013-06-01|6463|1387609|534764
387993|1201|STEWARD TRAINING FUNDS|2012-10-01|8936|1387610|534764
387994|1201|Reimbursement of Exp|2012-07-13|11185|1387648|534771
387995|1201|Reimbursement of Exp|2012-07-31|9219|1387648|534771
387996|1201|Reimbursement of Exp|2012-09-10|10949|1387648|534771
387997|1201|Reimbursement of Exp|2012-10-02|8773|1387648|534771
387998|1201|Reimbursement of Exp|2012-10-30|8773|1387648|534771
387999|1201|Reimbursement of Exp|2012-12-05|11148|1387648|534771
388000|1201|Reimbursement of Exp|2013-01-04|8918|1387648|534771
388001|1201|Reimbursement of Exp|2013-02-08|8182|1387648|534771
388002|1201|Reimbursement of Exp|2013-03-08|8710|1387648|534771
388003|1201|Reimbursement of Exp|2013-04-03|10653|1387648|534771
388004|1201|Reimbursement of Exp|2013-05-03|8931|1387648|534771
388005|1201|Reimbursement of Exp|2013-06-06|10702|1387648|534771
388006|1201|DUES CHECKOFF REBATE|2012-08-29|8898|1387691|534782
388007|1201|DUES CHECKOFF REBATE|2012-11-27|9771|1387691|534782
388008|1201|DUES CHECKOFF REBATE|2013-02-25|10219|1387691|534782
388009|1201|DUES CHECKOFF REBATE|2013-05-31|10630|1387691|534782
388010|1201|INSURANCE CLAIM FOR FLOODED BASEMENT|2013-05-09|11346|1387692|534782
388011|1201|TRUST FUND REIMBURSEMENT|2012-07-31|7500|1387697|534783
388012|1201|TRUST FUND REIMBURSEMENT|2012-10-05|7500|1387697|534783
388013|1201|TRUST FUND REIMBURSEMENT|2013-01-11|7500|1387697|534783
388014|1201|TRUST FUND REIMBURSEMENT|2013-04-26|7500|1387697|534783
388015|1201|SECRETARIAL SERVICES|2012-08-22|7344|1387715|534789
388016|1201|SECRETARIAL SERVICES|2012-11-13|6362|1387715|534789
388017|1201|SECRETARIAL SERVICES|2013-02-25|6611|1387715|534789
388018|1201|SECRETARIAL SERVICES|2013-05-15|6272|1387715|534789
388019|1201|WORKING DUES REBATE|2012-08-01|25177|1387716|534789
388020|1201|WORKING DUES REBATE|2012-09-08|26017|1387716|534789
388021|1201|WORKING DUES REBATE|2012-09-18|24535|1387716|534789
388022|1201|WORKING DUES REBATE|2012-10-15|24605|1387716|534789
388023|1201|WORKING DUES REBATE|2012-11-13|27475|1387716|534789
388024|1201|WORKING DUES REBATE|2012-12-18|25915|1387716|534789
388025|1201|WORKING DUES REBATE|2013-01-16|25593|1387716|534789
388026|1201|WORKING DUES REBATE|2013-02-06|23042|1387716|534789
388027|1201|WORKING DUES REBATE|2013-03-06|20039|1387716|534789
388028|1201|WORKING DUES REBATE|2013-04-06|29621|1387716|534789
388029|1201|WORKING DUES REBATE|2013-05-02|18686|1387716|534789
388030|1201|WORKING DUES REBATE|2013-06-30|20959|1387716|534789
388031|1201|INSURANCE PROCEEDS|2013-02-22|19116|1387727|534791
388032|1201|REIMBURSE ORGANIZING|2012-09-30|7839|1387746|534793
388033|1201|REIMBURSE ORGANIZING|2012-10-31|9854|1387746|534793
388034|1201|REIMBURSE ORGANIZING|2012-11-30|8253|1387746|534793
388035|1201|REIMBURSE ORGANIZING|2012-12-31|8690|1387746|534793
388036|1201|REIMBURSE ORGANIZING|2013-01-31|5906|1387746|534793
388037|1201|REIMBURSE ORGANIZING|2013-02-28|7367|1387746|534793
388038|1201|REIMBURSE ORGANIZING|2013-03-31|5156|1387746|534793
388039|1201|REIMBURSE ORGANIZING|2013-04-30|6790|1387746|534793
388040|1201|REIMBURSE ORGANIZING|2013-05-31|5668|1387746|534793
