OID|ACCT_TYPE|NAME|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|TOTAL|RPT_ID
72668|101|LABORERS' INTERNATIONAL UNION OF AMERICA||30||200810|535425
72669|101|METROPOLITAN WASHINGTON AFL-CIO||82946||105500|535425
72670|101|NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION|900|1630||13470|535425
72671|101|NATIONAL LABOR COLLEGE|600|4266||11898|535425
72672|101|OHIO AFL-CIO||7343||7343|535425
72673|101|PRIDE AT WORK|3597|10900||20038|535425
72674|101|SERVICE EMPLOYEES INTERNATIONAL UNION||5255||5255|535425
72675|101|THE ORGANIZING GROUP|315|5033||25864|535425
72676|101|TRANS AFRICA FORUM|15360|25010||40490|535425
72677|101|UNITED AUTO WORKERS||507||245512|535425
72678|101|UNITED STEEL WORKERS||1069||261778|535425
72679|101|UNITED STUDENTS AGAINST SWEATSHOPTS||8157||8757|535425
72681|101|UTILITY WORKERS UNION OF AMERICA||82||29378|535425
72682|101|WORKING AMERICA|113345|33319||932969|535425
72683|101|WORKING FOR AMERICA INSTITUTE|340|8955||9680|535425
72684|102|All Other Accounts|3055|158227||8914603|535425
72685|102|All Other Accounts||||93220|535429
72686|101|NONE ITEMIZED|0|0|0|0|535430
72687|102|All Other Accounts|36837|0|0|56849|535430
72688|101|CRCC APPRENTICE PROGRAM|11826|25601|0|43291|535431
72689|101|BARSANTI WOODWORK CORP|2294|14620|0|16914|535431
72690|101|CIC DBA JOYCE INSTALLATIONS|0|5824|0|5824|535431
72691|101|EXHIBIT INSTALLATION SPECIALISTS|11698|0|0|17132|535431
72692|101|MILLENNIUM CONCRETE CONSTRUCTION LLC|0|44263|0|44263|535431
72693|101|GLEASON WOODWORK, INC.|2658|0|0|7137|535431
72694|102|All Other Accounts|14000|177270|0|679277|535431
72695|102|All Other Accounts|0|0|0|12036|535433
72696|102|All Other Accounts|||0||535436
72697|101|Due from JATC||||19342|535438
72698|102|All Other Accounts||||15559|535438
72699|102|All Other Accounts|||||535441
72700|102|All Other Accounts|||||535442
72701|101|46 NO CA COUNTIES CARPENTERS CONFERENCE BOARD||||153347|535443
72702|101|NO CA CARPENTERS REGIONAL COUNCIL||||23941|535443
72703|102|All Other Accounts|1756|33|30431|16607|535443
72704|102|All Other Accounts|||||535444
72705|102|All Other Accounts|||||535446
72706|102|All Other Accounts||||35319|535448
72707|102|All Other Accounts|0|0|0|1292668|535451
72708|102|All Other Accounts|||||535453
72709|102|All Other Accounts|0|0|0|0|535461
72710|102|All Other Accounts|||||535464
72711|101|NONE ITEMIZED|0|0|0|0|535476
72712|102|All Other Accounts|4352|19924|15749|33899|535476
72713|102|All Other Accounts|||||535482
72715|102|All Other Accounts|11152|6514|0|282273|535483
72716|102|All Other Accounts||||103176|535485
72717|102|All Other Accounts||||34881|535486
72718|102|All Other Accounts|||||535488
72720|102|All Other Accounts|0|0|0|0|535489
72721|101|None Itemized|0|0|0|0|535491
72722|102|All Other Accounts|0|0|0|0|535491
72723|102|All Other Accounts|0|0|0|0|535494
72724|102|All Other Accounts|0|0|0|0|535499
72725|102|All Other Accounts|0|0|0|0|535500
72726|101|CLEVELAND CAVALIERS |20000|||20000|535501
72727|101|DALLAS MAVERICKS |10000|||10000|535501
72728|101|DETROIT PISTONS|30000|||30000|535501
72729|101|HOUSTON ROCKETS|22500|||22500|535501
72730|101|INDIANA PACERS |20000|||20000|535501
72731|101|LOS ANGELES LAKERS |5000|||5000|535501
72733|101|ORLANDO MAGIC|10000|||10000|535501
72734|101|PHOENIX SUNS|10000|||10000|535501
72736|101|SUCCESS CHARTER NETWORK||42124||42124|535501
72737|101|THE NORTHSTAR GROUP|||8000|0|535501
72738|102|All Other Accounts||||9690249|535501
72739|102|All Other Accounts||||0|535502
72740|101|46 NO CA COUNTIES CARPENTERS CONFERENCE BOARD||||131663|535503
72741|102|All Other Accounts|1391|0|16961|10157|535503
72742|102|All Other Accounts|0|0|0|10333601|535504
72743|102|All Other Accounts|2869|2558||5685|535505
72744|102|All Other Accounts||||56247|535506
72745|102|All Other Accounts||||249104|535507
72746|101|CARPENTERS FEDERAL CREDIT UNION|11830|22560||34390|535508
72747|102|All Other Accounts||||30591|535508
72748|102|All Other Accounts|0||0|0|535509
72749|102|All Other Accounts|||||535510
72751|102|All Other Accounts|0|0|0|0|535512
72752|102|All Other Accounts|1768|615|0|10921|535513
72754|102|All Other Accounts|0|0|0|9957|535514
72755|101|LOCAL LODGE 906|38529|0|0|64368|535521
72756|101|LOCAL LODGE 271|0|0|0|34031|535521
72757|101|LOCAL LODGE 027|0|0|0|30365|535521
72758|101|LOCAL LODGE 684|0|0|0|25542|535521
72759|101|LOCAL LODGE M00300|5301|0|0|19181|535521
72760|101|LOCAL LODGE 549|0|0|0|18124|535521
72761|101|LOCAL LODGE 614|0|0|0|17926|535521
72762|101|LOCAL LODGE 920|889|0|0|16301|535521
72763|101|LOCAL LODGE 366|2661|0|0|15733|535521
72764|101|LOCAL LODGE D00106|5150|0|0|14773|535521
72765|101|LOCAL LODGE 1999|3220|0|0|12611|535521
72766|101|LOCAL LODGE 433|0|0|0|10890|535521
72767|101|LOCAL LODGE 587|0|0|0|9727|535521
72768|101|LOCAL LODGE 263|0|0|0|9668|535521
72769|101|LOCAL LODGE 158|0|0|0|8876|535521
72770|101|LOCAL LODGE D00495|72|8418|0|8490|535521
72771|101|LOCAL LODGE 1998|0|7427|0|7427|535521
72772|101|LOCAL LODGE D00345|2388|0|0|7138|535521
72773|101|LOCAL LODGE 1600|0|0|0|6708|535521
72774|101|LOCAL LODGE D00999|0|0|0|6132|535521
72775|101|LOCAL LODGE 1851|0|0|0|6089|535521
72776|101|LOCAL LODGE 592|0|0|0|5793|535521
72777|101|LOCAL LODGE 656|0|0|0|5418|535521
72778|101|LOCAL LODGE 117|0|0|0|5391|535521
72779|101|LOCAL LODGE 387|0|0|0|5274|535521
72780|102|All Other Accounts|2201|1933|0|51041|535521
72782|102|All Other Accounts|0|0|0|0|535526
72783|101|NEW YORK UNIVERSITY - JUNE 2013 MEMBER DUES||||74270|535527
72784|102|All Other Accounts|||||535527
72785|102|All Other Accounts||||0|535530
72786|101|DUES & FEES  (ESTIMATED & NOT AUDITED)|11414|100|196651|95477|535531
72787|102|All Other Accounts|||||535531
72788|102|All Other Accounts||||27964|535533
72789|102|All Other Accounts||||291094|535535
72790|102|All Other Accounts|1686|0|25322|15507|535537
72791|102|All Other Accounts|||||535543
72793|102|All Other Accounts|0|0|0|0|535545
72794|102|All Other Accounts|||||535546
72795|101|L-114-N Hanover PD Blue|2376|||4752|535547
72796|101|L-115-Burlington Co. Bridge Police Assoc||||594|535547
72797|101|L-12-Newark Deputy Chief's Unit||||133|535547
72798|101|L-125 Monroe Twp. S/O Assoc.||||32|535547
72799|101|L-138-Essex Co. Sheriff's Superior Offi||||4455|535547
72800|101|L-140-Mercer Co Sheriff's S/O Unit||||727|535547
72801|101|L-147 Westampton Twp. Police Dept.||||2079|535547
72802|101|L-156 Toms River Police SOA||||891|535547
72803|101|L-161-Bogota PD Blue||||924|535547
72804|101|L-165-Gloucester County Superior Officers||||594|535547
72805|101|L-168-Department of Defense Police|1|||9901|535547
72806|101|L-179-Lakehurst Boro PD||||330|535547
72807|101|L-186-Hunterdon County Prosecutors Office||||693|535547
72808|101|L-189 Amtrak Police Department||||14355|535547
72809|101|L-194 Cumberland Co. Corrections/Superior||||2145|535547
72810|101|L-199 Gloucester Co. Corrections Sgts.||||627|535547
72811|101|L-2-Beverly City Police Officers Assoc.||||8|535547
72812|101|L-2 Edgewater Park Superiors Sgt/Lt/Cpt|330|||660|535547
72813|101|L-2 Edgewater Park Township Police Assoc||||132|535547
72814|101|L-2 Pemberton Borough Police Association||||66|535547
72815|101|L-2 Riverton Police Association||||132|535547
72816|101|L-201 Lumberton Twp. Police||||429|535547
72817|101|L-202 Lacy Township Superior Officers||||594|535547
72818|101|L-206 Gloucester Twp Police/Superior||||1485|535547
72819|101|L-209 Lawrence Twp||||2706|535547
72820|101|L-212 Camden Co Corr SOA||||1188|535547
72821|101|L-217 Barnegat SOA||||560|535547
72822|101|L-26 Sparta Twp Patrol & Detectives||||957|535547
72823|101|L-28-Cherry Hill Campus PD Blue||||132|535547
72824|101|L-29 Hunterdon County Dept of Correction||||825|535547
72825|101|L-56 Voorhees Twp S/O Unit||||66|535547
72826|101|L-56 C/O David Pfeiffer||||136|535547
72827|101|L-56 Pine Valley Brian Leadley|46|||193|535547
72828|101|L-6 Salem Co. Prosecutor-Invest Unit||||335|535547
72829|101|L-6 Salem Co. Prosecutor-S/O Unit|462|||924|535547
72830|101|L-6 Salem PD|1651|||2280|535547
72831|101|L-6 Pennsville Police Officers Assoc||||594|535547
72832|101|L-6 Pennsville SOA of Lts||||33|535547
72833|101|L-62 Rutgers PD||||1816|535547
72834|101|L-7 Cape May County Master List||||11352|535547
72835|101|L-79 Brookdale Police Dept||||1315|535547
72836|101|L-86 Washington Twp SOA||||264|535547
72837|101|L-90 Carteret PD|33|||1749|535547
72838|101|L-93 New Jersey Inst. of Tech. Police||||864|535547
72839|101|L-94 Hunterdon Co Sheriff's S/O Unit||||462|535547
72840|101|L-97 Gloucester County Law Enforcement 97||||4224|535547
72841|101|L-99 Essex Co College Blue||||529|535547
72842|101|L-216 Union City SOA||||1419|535547
72843|102|All Other Accounts|||||535547
72844|101|TIEATJUF (APPRENTICESHIP PROGRAM)|3208|23484||26692|535549
72845|102|All Other Accounts|||||535549
72846|102|All Other Accounts|||||535553
72847|102|All Other Accounts|321|224|2362|3711|535554
72848|102|All Other Accounts|1142|125|29593|17790|535557
72849|102|All Other Accounts|||||535558
72850|102|All Other Accounts||||0|535559
72851|102|All Other Accounts|0|0|0|0|535564
72852|102|All Other Accounts|||||535565
72853|102|All Other Accounts|||||535568
72854|102|All Other Accounts|||||535571
72855|101|8th District Electrical Benefit Fund||||65438|535574
72856|102|All Other Accounts|||||535574
72857|101|46 NO CA COUNTIES CARPENTERS CONFERENCE BOARD||||96892|535576
72858|101|NO CA CARPENTERS REGIONAL COUNCIL||||26536|535576
72859|102|All Other Accounts|1580|60|21920|9671|535576
72862|102|All Other Accounts|6403|379||202527|535578
72863|102|All Other Accounts|||||535583
72865|102|All Other Accounts|0|0|0|0|535588
72866|102|All Other Accounts|||||535590
72868|102|All Other Accounts|0|0|0|0|535597
72869|101|46 NO CA COUNTIES CARPENTERS CONFERENCE BOARD||||40913|535599
72870|102|All Other Accounts|313|0|12954|3935|535599
72871|102|All Other Accounts|1686|4007||48992|535602
72872|102|All Other Accounts||||8297|535603
72873|101|JOSEPH M SANZARI INC|5649|||5649|535604
72874|101|J H REID CONSTRUCTION INC|5479|||5479|535604
72875|102|All Other Accounts||||1740049|535604
72876|101|46 NO CA COUNTIES CARPENTERS CONFERENCE BOARD||||122603|535605
72877|102|All Other Accounts|1080|0|19752|10530|535605
72878|102|All Other Accounts||||2125|535606
72879|102|All Other Accounts|||||535607
73148|102|All Other Accounts|98|1982|0|289106|537049
72881|102|All Other Accounts|0|0|0|0|535610
72882|102|All Other Accounts||||766642|535612
72884|102|All Other Accounts|||||535618
72885|102|All Other Accounts||||699040|535619
72886|102|All Other Accounts|0|0|0|0|535622
72888|102|All Other Accounts|||||535626
72890|102|All Other Accounts|||||535627
72891|102|All Other Accounts|||||535630
72892|101|Numerous Contractors||||224998|535631
72893|102|All Other Accounts||||12883|535631
72894|101|SOUTH PACIFIC STEEL||||12322|535632
72895|101|ASSOCIATED STEEL WORKERS||||20731|535632
72896|102|All Other Accounts||||44149|535632
72897|102|All Other Accounts|2957|142|47858|38878|535633
72898|102|All Other Accounts|0|0|0|41141|535635
72901|101|Due from individual members for dues in arrears|0|0|0|4388|535637
72902|102|All Other Accounts|||||535637
72903|102|All Other Accounts||||238911|535638
72904|102|All Other Accounts|0|0|0|0|535639
72905|102|All Other Accounts|||||535641
72906|102|All Other Accounts|0|0|0|0|535642
72907|102|All Other Accounts||||72192|535645
72908|102|All Other Accounts|0|0|0|121634|535649
72909|102|All Other Accounts||||767|535653
72910|102|All Other Accounts|||||535654
72911|102|All Other Accounts|||||535655
72912|101|Due from Oregon Nurses Foundation||||15150|535656
72913|102|All Other Accounts|0|0|0|1668|535656
72914|102|All Other Accounts|0|0|0|0|535658
72915|101|NONE ITEMIZED|0|0|0|0|535660
72916|102|All Other Accounts|0|0|0|99063|535660
72917|101|AMERICAN FEDERATION OF TEACHERS||||852214|535661
72918|102|All Other Accounts||||97968|535661
72919|102|All Other Accounts|||||535664
72920|102|All Other Accounts|980|0|17341|12945|535666
72921|101|DUES & FEES RECEIVABLE (NOT AUDITED)|7344|1072|73091|57907|535667
72922|102|All Other Accounts|||||535667
72923|102|All Other Accounts||||581939|535671
72925|102|All Other Accounts|||||535672
72926|101|Millwright Local Union No. 1121||||17656|535675
72927|102|All Other Accounts|||||535675
72928|101|Local Union 624|0|0|4106|0|535676
72929|102|All Other Accounts|1811|0|0|5103042|535676
72930|102|All Other Accounts||||127083|535677
72931|101|NONE ITEMIZED|0|0|0|0|535679
72932|102|All Other Accounts|486|5|6639|6171|535679
72933|101|VARIOUS MEMBERS||||5620|535682
72934|102|All Other Accounts|||||535682
72935|102|All Other Accounts|||||535683
72936|102|All Other Accounts|0|0|0|0|535684
72937|102|All Other Accounts|||||535686
72938|102|All Other Accounts|||||535687
72939|102|All Other Accounts|0|0|0|79626|535694
72941|102|All Other Accounts|0|0|0|0|535695
72942|102|All Other Accounts|34265|8014|1496152|480621|535696
72943|101|UA 290 Apprenticeship & Training Trust||||13115|535697
72945|102|All Other Accounts|||||535697
72946|102|All Other Accounts|||||535700
72947|102|All Other Accounts||||2099501|535701
72948|102|All Other Accounts||||6402424|535702
72949|102|All Other Accounts|0|0|0|0|535708
72950|101|DEARBORN FED OF SCH EMP|5863|0|0|35179|535709
72951|101|DOUGLAS COUNTY FEDERATI|59718|0|0|209014|535709
72952|101|JEFFERSON DIST F OF T|12129|0|0|42450|535709
72953|101|KY COM TECH COL FAC STF|8711|0|0|52265|535709
72954|101|OREGON SCH EMPL ASOC OS|195914|0|0|685700|535709
72955|101|RAPIDES F OF T|7737|0|0|27080|535709
72956|101|ST TAMMANY F OF T|104008|0|0|277355|535709
72958|101|WEBSTER PARISH F TS SCH|10995|10995|0|40314|535709
72959|102|All Other Accounts||||36646637|535709
72960|102|All Other Accounts|0|0|0|106392|535716
72961|102|All Other Accounts|0|0|0|26662|535719
72962|101|Transport Workers Union of America||||50000|535721
72963|102|All Other Accounts|||||535721
72964|102|All Other Accounts||||6444|535724
72965|102|All Other Accounts|0|0|0|0|535725
72966|102|All Other Accounts||||34131|535731
72967|102|All Other Accounts||||0|535732
72969|102|All Other Accounts|0|0|0|0|535733
72970|102|All Other Accounts|0|0|0|0|535734
72973|101|OE Labor Management Education Committee||||24142|535741
72974|102|All Other Accounts||||5715|535741
72975|102|All Other Accounts|0|0|0|0|535743
72976|101|EMU FEDERATION OF TEACHERS|14234|||20335|535745
72978|101|WESTERN MICHIGAN PIO|7908|||15815|535745
72982|101|LANSING CC ADM ASSOC|6373|||12745|535745
72983|101|WCCC FEDERATION OF TEACHERS|41283|||46243|535745
72984|101|DAEOE - LEGAL|5833|||6825|535745
72985|101|DFSE - LEGAL|5645|||5645|535745
72986|101|EMU FEDERATION OF TEACHERS - OTHER|5187|||21184|535745
72987|101|UNTF - OTHER||10240||22751|535745
72988|102|All Other Accounts|37330|0|0|777576|535745
72990|102|All Other Accounts|||||535749
72993|102|All Other Accounts|0|0|0|0|535756
72994|102|All Other Accounts|||0||535757
72995|101|Local 697, Toledo, OH|7900|8097||23897|535772
72996|101|Local 1119, Wilkes Barre, PA|5293|4205||14790|535772
72997|101|Local 1433, Phoenix, AZ|46995|25384||119374|535772
72998|102|All Other Accounts|5986|468|1222|1142860|535772
72999|102|All Other Accounts|0|0|0|0|535774
73000|102|All Other Accounts|||||535778
73001|102|All Other Accounts|||||535790
73002|102|All Other Accounts|||||535811
73003|101|Due from contractors-General||||63915|535826
73004|101|Due from contractors-E&S||||22118|535826
73005|101|Due from contractors-Ind. Promotion||||1459|535826
73006|101|Due from contractors-PAC Fund||||2609|535826
73007|102|All Other Accounts|||||535826
73008|102|All Other Accounts|||||535828
73009|102|All Other Accounts|||||535839
73010|102|All Other Accounts|||||535842
73011|102|All Other Accounts|||||535844
73012|102|All Other Accounts||||39584|535845
73013|101|Delinquent Dues|239|||4693|535846
73014|101|Assessments Receivable||||52166|535846
73124|101|None|0|0|0|0|536822
73015|102|All Other Accounts|||||535846
73016|101|MEMBERSHIP DUES||||90140|535847
73017|102|All Other Accounts|||||535847
73018|101|AFT Northeast Region||||7711|535852
73019|101|United Academics||||13281|535852
73020|101|Vermont Federation Nurses & Healthcare Profession||||113908|535852
73021|101|VSC Faculty Federation||||14023|535852
73022|102|All Other Accounts||||8412|535852
73024|102|All Other Accounts|244|215|0|104108|535857
73025|101|Local 57 Benefit Funds||||137131|535861
73026|102|All Other Accounts|||||535861
73027|102|All Other Accounts|2320|1294|52645|24639|535866
73028|102|All Other Accounts|||||535880
73029|101|MOST SAFETY TRAINING||||1229|535915
73030|101|JOINT APPRENTICESHIP||||6470|535915
73031|101|DISTRICT 57 - FIELD DUES||||2358|535915
73032|102|All Other Accounts|||||535915
73033|102|All Other Accounts|||||535918
73034|102|All Other Accounts|366|1420|58197|16153|535924
73035|102|All Other Accounts|6590|2188||240518|535936
73036|102|All Other Accounts|0|0|0|0|535940
73037|101|KRONHOLM INSURANCE SERVICES|4000|||12000|535947
73038|102|All Other Accounts||||20775|535947
73039|101|Office of Personnel Management||||362176|535964
73040|101|United States Postal Service||||974768|535964
73041|101|Insurance Carrier||||230320|535964
73042|101|Other Receivables||||49297|535964
73043|102|All Other Accounts|||||535964
73046|102|All Other Accounts|||||535970
73047|102|All Other Accounts|||||535974
73048|102|All Other Accounts|0|0|0|0|535976
73049|101|Interfund Payable - Target Fund||||109|535977
73050|102|All Other Accounts|0|0|0|0|535977
73051|102|All Other Accounts|0|0|0|0|535979
73052|102|All Other Accounts|48342|||49542|535983
73053|101|Thaddeus Tomei||||346|535988
73054|101|United Airlines||||256|535988
73055|101|National Elevator Industry Education Program||||1958|535988
73056|101|International Union of Elevator Constructors||||51|535988
73057|101|Individual Members - Cancer Premiums||||188|535988
73058|102|All Other Accounts|||||535988
73059|101|Member dues receivable||||30810|535990
73060|102|All Other Accounts|||||535990
73061|101|DUES RECEIVABLE FROM MEMBERS (ESTIMATED)|4276|275|54004|37077|535993
73062|101|(The information on this page is for disclosure|0|0|0|0|535993
73063|101|purposes only.  It was not subjected to audit.)|0|0|0|0|535993
73064|102|All Other Accounts|||||535993
73065|102|All Other Accounts|0|0|0|0|535995
73066|101|TWIN CITIES IRON WORKERS JAC||||36140|535996
73067|102|All Other Accounts|||||535996
73068|101|DUES & FEES RECEIVABLE (NOT AUDITED)|3116||49109|39525|535998
73069|102|All Other Accounts|||||535998
73070|102|All Other Accounts|||||535999
73071|102|All Other Accounts|0|0|0|0|536003
73072|102|All Other Accounts||||0|536004
73073|102|All Other Accounts||||364557|536008
73074|102|All Other Accounts|0|0|0|0|536009
73075|102|All Other Accounts|0|0|0|12138|536328
73077|102|All Other Accounts|7900|5|24935|26150|536456
73080|102|All Other Accounts|0|0|0|0|536521
73081|102|All Other Accounts|||||536528
73083|102|All Other Accounts|0|0|0|147066|536576
73084|101|Check off dues receivable (PSE&G CO.)|0|0|0|71899|536606
73085|102|All Other Accounts|||||536606
73086|102|All Other Accounts||||257650|536608
73087|102|All Other Accounts||||223605|536610
73088|102|All Other Accounts|||||536612
73092|102|All Other Accounts|||||536631
73093|102|All Other Accounts||||196734|536634
73095|102|All Other Accounts|||||536651
73096|102|All Other Accounts|0|0|0|0|536656
73097|101|DUE FROM WELFARE - RENT|0|3141|0|3141|536662
73098|101|DUE FROM APPRENTICE - RENT & UTILITIES|0|9160|0|9160|536662
73099|102|All Other Accounts|0|0|0|0|536662
73100|101|I.U.P.A.T. LMCI||||52500|536666
73101|102|All Other Accounts||||10464|536666
73102|102|All Other Accounts|||||536686
73103|102|All Other Accounts|||||536731
73104|101|General Members Dues|926|75|12869|7134|536732
73105|102|All Other Accounts|||||536732
73106|101|FLORIDA LABORERS ESCROW ||||15839|536733
73107|102|All Other Accounts|||||536733
73108|102|All Other Accounts|0|0|0|0|536749
73109|101|Fred Meyer, T/A Littm/Bar The Kroger Co.|0|0|0|6948|536750
73110|101|Mandee Shops|0|0||7694|536750
73111|101|Henry Modell & Company |0|0|0|15612|536750
73112|101|Autobacs Strauss Inc.|28239|0|0|28239|536750
73113|102|All Other Accounts|4523|||51294|536750
73114|102|All Other Accounts|0|0|0|0|536753
73115|102|All Other Accounts|||||536755
73116|102|All Other Accounts|||||536756
73117|101|Dues receivable|0|0|0|38814|536757
73118|102|All Other Accounts|||||536757
73119|102|All Other Accounts|1764|827|127140|19539|536769
73123|102|All Other Accounts|||||536795
73125|102|All Other Accounts|0|0|0|0|536822
73126|102|All Other Accounts|||||536824
73128|102|All Other Accounts|||||536849
73132|101|Affiliated Unions||||12366|536854
73133|102|All Other Accounts|||||536854
73134|102|All Other Accounts|||||536913
73135|102|All Other Accounts||||90080|536951
73136|101|I C Escorts|6031|27061|0|55902|536977
73137|101|Gotham Bus|9170|24188|0|55552|536977
73138|101|GVC LTD.|0|4275|0|17100|536977
73139|101|Clarkstown Central School District|0|8392|0|8392|536977
73140|102|All Other Accounts|0|0|0|683976|536977
73141|102|All Other Accounts||||302351|536992
73142|102|All Other Accounts|0|0|0|389124|537000
73143|102|All Other Accounts|||||537028
73144|101|A/R-MEMBERSHIP DUES|0|0|0|244059|537031
73145|102|All Other Accounts|||||537031
73392|101|Ravenna E|6044|0|0|6044|537656
73149|101|NONE|0|0|0|0|537051
73150|102|All Other Accounts|||||537051
73153|101|Eaton||||2706|537093
73154|102|All Other Accounts|||||537093
73155|102|All Other Accounts||||66179|537145
73156|102|All Other Accounts|0|0|0|0|537197
73157|102|All Other Accounts|0|0|0|0|537198
73161|101|VERIZON||||121703|537261
73162|101|BBH||||5461|537261
73163|101|32 B J||||3072|537261
73164|101|TELESECTOR||||9705|537261
73165|102|All Other Accounts|||||537261
73166|102|All Other Accounts||||28144|537306
73167|102|All Other Accounts|||||537350
73168|101|Big Bend Central Panahandle - Affiliate|0|96010|0|96010|537366
73169|101|Escambia Service Unit - Affiliate|0|70000|0|70000|537366
73170|101|United Teachers of Dade - Affiliate|0|1491276|0|1491276|537366
73171|102|All Other Accounts|3511|0|0|4431250|537366
73172|101|na||||0|537384
73173|102|All Other Accounts||||0|537384
73174|101|SLTA Buffalo Secondary|3360|0|0|3360|537387
73175|101|SRTA (St Rose)|900|0|0|900|537387
73176|101|UCCE (Our Lady of Peace)|1440|0|0|1440|537387
73177|102|All Other Accounts|||||537387
73178|102|All Other Accounts|0|0|0|0|537414
73179|102|All Other Accounts|0|0|0|0|537418
73180|102|All Other Accounts|0|0|0|5878|537448
73181|102|All Other Accounts|0|0|0|76791|537456
73182|101|VERIZON||||120868|537459
73183|101|GSEU||||45500|537459
73184|102|All Other Accounts||||22944|537459
73185|102|All Other Accounts||||170336|537462
73186|102|All Other Accounts||||1282859|537465
73187|102|All Other Accounts|0|0|0|37782|537470
73188|101|SCUPA AHE|0|0|18453|26351|537471
73189|101|Montrose EA|0|50293|0|52763|537471
73190|101|Tammy Harris|0|0|400|0|537471
73191|101|Denise Smith|0|0|6|0|537471
73192|102|All Other Accounts|0|353|0|1864450|537471
73193|101|COMMACK TEACHER AIDES|4839|865|0|7281|537531
73194|101|WYANDANCH ADMINSTRATION ASSOCIATION|3718|3442|0|8416|537531
73195|101|JAMESTOWN SUPPORT STAFF ASSOCIATION|5632|0|0|8448|537531
73196|101|OWEGO-APALCHIN EDUCATION ASSOCIATION|6718|0|0|10077|537531
73197|101|UNION OF MIDDLETOWN EMPLOYEES|6814|0|0|10221|537531
73198|101|ELMIRA INSTRUCTIONAL SUPPORT EDUCATION ASSOCIATON|6342|0|0|10558|537531
73199|101|EAST RAMAPO ASSOCIATION OF EDUCATION SECRETARIES|7262|0|0|10893|537531
73200|101|AFTON TEACHERS ASSOCIATION|7593|0|0|11399|537531
73201|101|ROCKLAND COMMUNITY COLL. ADJUNCT FACULTY ASSOCIA|10159|0|0|12864|537531
73202|101|DUTCHESS COUNTY BOCES SUPPORT STAFF ASSOCIATION|9232|0|0|13865|537531
73203|101|BAY SHORE PARAPROFESSIONAL ASSOCIATION|7507|4122|0|14131|537531
73204|101|GENESEO CENTRAL SCHOOL FACULTY ASSOCIATION|11120|0|0|16802|537531
73205|101|ELMIRA CUSTODIAL MAINTENANCE & CAFETERIA WORKERS|14547|0|0|19396|537531
73206|101|WYANDANCH TEACHER AIDES|4706|13583|0|19873|537531
73207|101|TEACHERS ASSOCIATION OF CHEEKTOWAGA-SLOAN|15237|0|0|22855|537531
73208|101|BANK STREET PROFESSIONAL EMPLOYEES|27640|69|0|32000|537531
73209|101|UNITED FEDERATION OF COLLEGE TEACHERS|36049|0|0|48723|537531
73210|101|ROCKLAND COMMUNITY COLLEGE FEDERATION OF TEACHERS|16364|33502|0|55721|537531
73211|101|THE RESOURCE CENTER UNITED EMPLOYEES ASSOCIATION|46941|0|0|62203|537531
73212|101|UNIONDALE TEACHERS ASSOCIATION|35301|0|0|70237|537531
73213|101|SOUTH COLONIE TEACHERS ASSOCIATION|53252|0|0|79861|537531
73214|101|TRANSPORTATION AIDES OF BUFFALO|16157|102157|0|124108|537531
73215|101|NEW ROCHELLE FEDERATION OF UNITED SCHOOL EMPLOYEES|64070|0|0|128437|537531
73216|101|PROFESSIONAL STAFF CONGRESS|18902|0|0|1779010|537531
73217|101|UNITED FEDERATION OF TEACHERS|3235585|0|0|8991757|537531
73218|101|UNITED STAFF ASSOCIATION OF NYU|0|627297|0|627297|537531
73219|101|GRAPHIC DESIGN, INC.|3861|2615|0|6477|537531
73220|101|HABITAT FOR HUMANITY|6016|0|0|9025|537531
73221|101|LONG ISLAND UNIVERSITY|0|7395|0|7395|537531
73222|101|SID PATERSON ADVERTISING|0|13884|0|13884|537531
73223|101|AFT SUBSCRIPTION SERVICES|0|5527|0|5527|537531
73224|101|CITIBANK|7723|3861|0|12871|537531
73225|102|All Other Accounts|51494|3796670|0|7066099|537531
73226|101|EASTERN GATEWAY COM COL EA|20542|||24563|537533
73227|101|NELSONVILLE YORK EA|5680|||12067|537533
73228|101|NORTHWEST LOCAL EA|1577|||27672|537533
73229|101|NORTHWOOD LOCAL SCHOOLS|2917|||3888|537533
73230|101|STARK CO MRDD|29520|||41427|537533
73231|102|All Other Accounts||||4029490|537533
73232|102|All Other Accounts|0|0|0|144308|537535
73233|102|All Other Accounts|||||537542
73234|102|All Other Accounts||||823433|537562
73244|101|K CORP||||1783|537589
73245|101|TRACE FT BLISS||||1130|537589
73246|101|TRACE  FT SILL||||895|537589
73247|101|TRACE LACKLAND AFB||||981|537589
73248|101|TRACE KIRTLAND AFB||||851|537589
73249|101|TRACE FT SAM HOUSTON||||733|537589
73250|102|All Other Accounts|||||537589
73251|102|All Other Accounts||||2487|537598
73252|101|Alabama Education Association|0|0|125289|542914|537599
73253|101|Arkansas Education Association|0|0|15378|7390|537599
73254|101|Florida Education Association|0|0|8534|1380417|537599
73255|101|Georgia Association of Educators|0|0|41620|589297|537599
73256|101|Missouri NEA|0|0|6036|0|537599
73257|101|Wisconsin Education Association|0|0|73188|1357061|537599
73258|102|All Other Accounts|0|0|0|30804169|537599
73259|101|Working assessments ||||136658|537601
73260|101|Dues ||||1966|537601
73261|101|Rent||||150|537601
73262|102|All Other Accounts|||||537601
